tile_name,region,source_key,union_building_area_m2,union_building_coverage,feature_count,folder,shp
tile_004623,Shanghai,row=107;col=87,75155.950,0.286697,220,D:\桌面\dac\512mdata\tile_004623,D:\桌面\dac\512mdata\tile_004623\tile_004623.shp
tile_004624,Shanghai,row=107;col=88,62312.507,0.237703,404,D:\桌面\dac\512mdata\tile_004624,D:\桌面\dac\512mdata\tile_004624\tile_004624.shp
tile_004625,Shanghai,row=107;col=93,58141.778,0.221793,146,D:\桌面\dac\512mdata\tile_004625,D:\桌面\dac\512mdata\tile_004625\tile_004625.shp
tile_004626,Shanghai,row=107;col=96,53352.174,0.203522,181,D:\桌面\dac\512mdata\tile_004626,D:\桌面\dac\512mdata\tile_004626\tile_004626.shp
tile_004627,Shanghai,row=107;col=99,70834.026,0.270210,314,D:\桌面\dac\512mdata\tile_004627,D:\桌面\dac\512mdata\tile_004627\tile_004627.shp
tile_004628,Shanghai,row=107;col=100,62896.589,0.239931,207,D:\桌面\dac\512mdata\tile_004628,D:\桌面\dac\512mdata\tile_004628\tile_004628.shp
tile_004629,Shanghai,row=107;col=104,75446.291,0.287805,317,D:\桌面\dac\512mdata\tile_004629,D:\桌面\dac\512mdata\tile_004629\tile_004629.shp
tile_004630,Shanghai,row=107;col=105,68705.354,0.262090,230,D:\桌面\dac\512mdata\tile_004630,D:\桌面\dac\512mdata\tile_004630\tile_004630.shp
tile_004631,Shanghai,row=107;col=106,54871.210,0.209317,201,D:\桌面\dac\512mdata\tile_004631,D:\桌面\dac\512mdata\tile_004631\tile_004631.shp
tile_004632,Shanghai,row=107;col=107,74534.117,0.284325,150,D:\桌面\dac\512mdata\tile_004632,D:\桌面\dac\512mdata\tile_004632\tile_004632.shp
tile_004633,Shanghai,row=107;col=111,52947.149,0.201977,99,D:\桌面\dac\512mdata\tile_004633,D:\桌面\dac\512mdata\tile_004633\tile_004633.shp
tile_004634,Shanghai,row=107;col=116,58962.053,0.224922,199,D:\桌面\dac\512mdata\tile_004634,D:\桌面\dac\512mdata\tile_004634\tile_004634.shp
tile_004635,Shanghai,row=107;col=125,71680.604,0.273440,169,D:\桌面\dac\512mdata\tile_004635,D:\桌面\dac\512mdata\tile_004635\tile_004635.shp
tile_004636,Shanghai,row=107;col=165,52553.111,0.200474,42,D:\桌面\dac\512mdata\tile_004636,D:\桌面\dac\512mdata\tile_004636\tile_004636.shp
tile_004637,Shanghai,row=107;col=167,65084.443,0.248277,26,D:\桌面\dac\512mdata\tile_004637,D:\桌面\dac\512mdata\tile_004637\tile_004637.shp
tile_004638,Shanghai,row=108;col=42,96214.244,0.367028,262,D:\桌面\dac\512mdata\tile_004638,D:\桌面\dac\512mdata\tile_004638\tile_004638.shp
tile_004639,Shanghai,row=108;col=43,55056.813,0.210025,193,D:\桌面\dac\512mdata\tile_004639,D:\桌面\dac\512mdata\tile_004639\tile_004639.shp
tile_004640,Shanghai,row=108;col=44,85062.839,0.324489,345,D:\桌面\dac\512mdata\tile_004640,D:\桌面\dac\512mdata\tile_004640\tile_004640.shp
tile_004641,Shanghai,row=108;col=45,67404.778,0.257129,245,D:\桌面\dac\512mdata\tile_004641,D:\桌面\dac\512mdata\tile_004641\tile_004641.shp
tile_004642,Shanghai,row=108;col=46,74378.285,0.283731,195,D:\桌面\dac\512mdata\tile_004642,D:\桌面\dac\512mdata\tile_004642\tile_004642.shp
tile_004643,Shanghai,row=108;col=47,110091.466,0.419966,120,D:\桌面\dac\512mdata\tile_004643,D:\桌面\dac\512mdata\tile_004643\tile_004643.shp
tile_004644,Shanghai,row=108;col=48,64556.180,0.246262,209,D:\桌面\dac\512mdata\tile_004644,D:\桌面\dac\512mdata\tile_004644\tile_004644.shp
tile_004645,Shanghai,row=108;col=50,69653.530,0.265707,65,D:\桌面\dac\512mdata\tile_004645,D:\桌面\dac\512mdata\tile_004645\tile_004645.shp
tile_004646,Shanghai,row=108;col=53,63153.434,0.240911,174,D:\桌面\dac\512mdata\tile_004646,D:\桌面\dac\512mdata\tile_004646\tile_004646.shp
tile_004647,Shanghai,row=108;col=54,82258.676,0.313792,161,D:\桌面\dac\512mdata\tile_004647,D:\桌面\dac\512mdata\tile_004647\tile_004647.shp
tile_004648,Shanghai,row=108;col=55,60226.611,0.229746,152,D:\桌面\dac\512mdata\tile_004648,D:\桌面\dac\512mdata\tile_004648\tile_004648.shp
tile_004649,Shanghai,row=108;col=56,60102.505,0.229273,70,D:\桌面\dac\512mdata\tile_004649,D:\桌面\dac\512mdata\tile_004649\tile_004649.shp
tile_004650,Shanghai,row=108;col=74,56903.017,0.217068,375,D:\桌面\dac\512mdata\tile_004650,D:\桌面\dac\512mdata\tile_004650\tile_004650.shp
tile_004651,Shanghai,row=108;col=80,54657.642,0.208502,272,D:\桌面\dac\512mdata\tile_004651,D:\桌面\dac\512mdata\tile_004651\tile_004651.shp
tile_004652,Shanghai,row=108;col=85,62015.182,0.236569,274,D:\桌面\dac\512mdata\tile_004652,D:\桌面\dac\512mdata\tile_004652\tile_004652.shp
tile_004653,Shanghai,row=108;col=86,55629.522,0.212210,234,D:\桌面\dac\512mdata\tile_004653,D:\桌面\dac\512mdata\tile_004653\tile_004653.shp
tile_004654,Shanghai,row=108;col=87,61964.994,0.236378,241,D:\桌面\dac\512mdata\tile_004654,D:\桌面\dac\512mdata\tile_004654\tile_004654.shp
tile_004655,Shanghai,row=108;col=88,62365.143,0.237904,162,D:\桌面\dac\512mdata\tile_004655,D:\桌面\dac\512mdata\tile_004655\tile_004655.shp
tile_004656,Shanghai,row=108;col=92,67048.504,0.255770,233,D:\桌面\dac\512mdata\tile_004656,D:\桌面\dac\512mdata\tile_004656\tile_004656.shp
tile_004657,Shanghai,row=108;col=93,62027.442,0.236616,141,D:\桌面\dac\512mdata\tile_004657,D:\桌面\dac\512mdata\tile_004657\tile_004657.shp
tile_004658,Shanghai,row=108;col=94,57900.818,0.220874,169,D:\桌面\dac\512mdata\tile_004658,D:\桌面\dac\512mdata\tile_004658\tile_004658.shp
tile_004659,Shanghai,row=108;col=96,53580.442,0.204393,193,D:\桌面\dac\512mdata\tile_004659,D:\桌面\dac\512mdata\tile_004659\tile_004659.shp
tile_004660,Shanghai,row=108;col=97,62816.617,0.239626,211,D:\桌面\dac\512mdata\tile_004660,D:\桌面\dac\512mdata\tile_004660\tile_004660.shp
tile_004661,Shanghai,row=108;col=98,62434.032,0.238167,197,D:\桌面\dac\512mdata\tile_004661,D:\桌面\dac\512mdata\tile_004661\tile_004661.shp
tile_004662,Shanghai,row=108;col=99,59617.243,0.227422,183,D:\桌面\dac\512mdata\tile_004662,D:\桌面\dac\512mdata\tile_004662\tile_004662.shp
tile_004663,Shanghai,row=108;col=100,59855.096,0.228329,196,D:\桌面\dac\512mdata\tile_004663,D:\桌面\dac\512mdata\tile_004663\tile_004663.shp
tile_004664,Shanghai,row=108;col=101,65790.405,0.250970,240,D:\桌面\dac\512mdata\tile_004664,D:\桌面\dac\512mdata\tile_004664\tile_004664.shp
tile_004665,Shanghai,row=108;col=105,63522.355,0.242319,293,D:\桌面\dac\512mdata\tile_004665,D:\桌面\dac\512mdata\tile_004665\tile_004665.shp
tile_004666,Shanghai,row=108;col=106,59096.179,0.225434,212,D:\桌面\dac\512mdata\tile_004666,D:\桌面\dac\512mdata\tile_004666\tile_004666.shp
tile_004667,Shanghai,row=108;col=107,72337.235,0.275945,237,D:\桌面\dac\512mdata\tile_004667,D:\桌面\dac\512mdata\tile_004667\tile_004667.shp
tile_004668,Shanghai,row=108;col=108,59554.010,0.227181,258,D:\桌面\dac\512mdata\tile_004668,D:\桌面\dac\512mdata\tile_004668\tile_004668.shp
tile_004669,Shanghai,row=108;col=114,58977.870,0.224983,149,D:\桌面\dac\512mdata\tile_004669,D:\桌面\dac\512mdata\tile_004669\tile_004669.shp
tile_004670,Shanghai,row=108;col=115,52882.186,0.201730,220,D:\桌面\dac\512mdata\tile_004670,D:\桌面\dac\512mdata\tile_004670\tile_004670.shp
tile_004671,Shanghai,row=108;col=116,78025.943,0.297645,207,D:\桌面\dac\512mdata\tile_004671,D:\桌面\dac\512mdata\tile_004671\tile_004671.shp
tile_004672,Shanghai,row=109;col=42,80324.158,0.306412,163,D:\桌面\dac\512mdata\tile_004672,D:\桌面\dac\512mdata\tile_004672\tile_004672.shp
tile_004673,Shanghai,row=109;col=44,58468.770,0.223041,122,D:\桌面\dac\512mdata\tile_004673,D:\桌面\dac\512mdata\tile_004673\tile_004673.shp
tile_004674,Shanghai,row=109;col=45,71643.395,0.273298,159,D:\桌面\dac\512mdata\tile_004674,D:\桌面\dac\512mdata\tile_004674\tile_004674.shp
tile_004675,Shanghai,row=109;col=46,69917.635,0.266715,189,D:\桌面\dac\512mdata\tile_004675,D:\桌面\dac\512mdata\tile_004675\tile_004675.shp
tile_004676,Shanghai,row=109;col=47,98522.451,0.375833,224,D:\桌面\dac\512mdata\tile_004676,D:\桌面\dac\512mdata\tile_004676\tile_004676.shp
tile_004677,Shanghai,row=109;col=48,68299.063,0.260540,215,D:\桌面\dac\512mdata\tile_004677,D:\桌面\dac\512mdata\tile_004677\tile_004677.shp
tile_004678,Shanghai,row=109;col=50,92642.655,0.353404,211,D:\桌面\dac\512mdata\tile_004678,D:\桌面\dac\512mdata\tile_004678\tile_004678.shp
tile_004679,Shanghai,row=109;col=51,62924.188,0.240037,151,D:\桌面\dac\512mdata\tile_004679,D:\桌面\dac\512mdata\tile_004679\tile_004679.shp
tile_004680,Shanghai,row=109;col=52,57296.938,0.218570,101,D:\桌面\dac\512mdata\tile_004680,D:\桌面\dac\512mdata\tile_004680\tile_004680.shp
tile_004681,Shanghai,row=109;col=53,83808.818,0.319705,181,D:\桌面\dac\512mdata\tile_004681,D:\桌面\dac\512mdata\tile_004681\tile_004681.shp
tile_004682,Shanghai,row=109;col=54,99136.286,0.378175,172,D:\桌面\dac\512mdata\tile_004682,D:\桌面\dac\512mdata\tile_004682\tile_004682.shp
tile_004683,Shanghai,row=109;col=55,57300.189,0.218583,122,D:\桌面\dac\512mdata\tile_004683,D:\桌面\dac\512mdata\tile_004683\tile_004683.shp
tile_004684,Shanghai,row=109;col=56,66342.025,0.253075,241,D:\桌面\dac\512mdata\tile_004684,D:\桌面\dac\512mdata\tile_004684\tile_004684.shp
tile_004685,Shanghai,row=109;col=71,55056.772,0.210025,331,D:\桌面\dac\512mdata\tile_004685,D:\桌面\dac\512mdata\tile_004685\tile_004685.shp
tile_004686,Shanghai,row=109;col=72,84257.609,0.321417,706,D:\桌面\dac\512mdata\tile_004686,D:\桌面\dac\512mdata\tile_004686\tile_004686.shp
tile_004687,Shanghai,row=109;col=77,53591.185,0.204434,285,D:\桌面\dac\512mdata\tile_004687,D:\桌面\dac\512mdata\tile_004687\tile_004687.shp
tile_004688,Shanghai,row=109;col=79,53586.351,0.204416,422,D:\桌面\dac\512mdata\tile_004688,D:\桌面\dac\512mdata\tile_004688\tile_004688.shp
tile_004689,Shanghai,row=109;col=81,72932.591,0.278216,520,D:\桌面\dac\512mdata\tile_004689,D:\桌面\dac\512mdata\tile_004689\tile_004689.shp
tile_004690,Shanghai,row=109;col=86,68489.208,0.261266,254,D:\桌面\dac\512mdata\tile_004690,D:\桌面\dac\512mdata\tile_004690\tile_004690.shp
tile_004691,Shanghai,row=109;col=87,55040.091,0.209961,185,D:\桌面\dac\512mdata\tile_004691,D:\桌面\dac\512mdata\tile_004691\tile_004691.shp
tile_004692,Shanghai,row=109;col=92,57291.509,0.218550,234,D:\桌面\dac\512mdata\tile_004692,D:\桌面\dac\512mdata\tile_004692\tile_004692.shp
tile_004693,Shanghai,row=109;col=93,59758.108,0.227959,177,D:\桌面\dac\512mdata\tile_004693,D:\桌面\dac\512mdata\tile_004693\tile_004693.shp
tile_004694,Shanghai,row=109;col=95,55549.235,0.211904,100,D:\桌面\dac\512mdata\tile_004694,D:\桌面\dac\512mdata\tile_004694\tile_004694.shp
tile_004695,Shanghai,row=109;col=96,62521.464,0.238500,128,D:\桌面\dac\512mdata\tile_004695,D:\桌面\dac\512mdata\tile_004695\tile_004695.shp
tile_004696,Shanghai,row=109;col=98,53373.801,0.203605,198,D:\桌面\dac\512mdata\tile_004696,D:\桌面\dac\512mdata\tile_004696\tile_004696.shp
tile_004697,Shanghai,row=109;col=99,63742.834,0.243160,251,D:\桌面\dac\512mdata\tile_004697,D:\桌面\dac\512mdata\tile_004697\tile_004697.shp
tile_004698,Shanghai,row=109;col=102,56342.514,0.214930,156,D:\桌面\dac\512mdata\tile_004698,D:\桌面\dac\512mdata\tile_004698\tile_004698.shp
tile_004699,Shanghai,row=109;col=112,52537.144,0.200413,120,D:\桌面\dac\512mdata\tile_004699,D:\桌面\dac\512mdata\tile_004699\tile_004699.shp
tile_004700,Shanghai,row=109;col=113,53754.481,0.205057,149,D:\桌面\dac\512mdata\tile_004700,D:\桌面\dac\512mdata\tile_004700\tile_004700.shp
tile_004701,Shanghai,row=109;col=114,79781.241,0.304341,659,D:\桌面\dac\512mdata\tile_004701,D:\桌面\dac\512mdata\tile_004701\tile_004701.shp
tile_004702,Shanghai,row=109;col=115,68528.058,0.261414,368,D:\桌面\dac\512mdata\tile_004702,D:\桌面\dac\512mdata\tile_004702\tile_004702.shp
tile_004703,Shanghai,row=109;col=116,70291.401,0.268140,185,D:\桌面\dac\512mdata\tile_004703,D:\桌面\dac\512mdata\tile_004703\tile_004703.shp
tile_004704,Shanghai,row=109;col=172,56469.546,0.215414,16,D:\桌面\dac\512mdata\tile_004704,D:\桌面\dac\512mdata\tile_004704\tile_004704.shp
tile_004705,Shanghai,row=110;col=42,86782.731,0.331050,174,D:\桌面\dac\512mdata\tile_004705,D:\桌面\dac\512mdata\tile_004705\tile_004705.shp
tile_004706,Shanghai,row=110;col=43,103757.696,0.395804,112,D:\桌面\dac\512mdata\tile_004706,D:\桌面\dac\512mdata\tile_004706\tile_004706.shp
tile_004707,Shanghai,row=110;col=44,75246.102,0.287041,299,D:\桌面\dac\512mdata\tile_004707,D:\桌面\dac\512mdata\tile_004707\tile_004707.shp
tile_004708,Shanghai,row=110;col=45,71138.100,0.271370,245,D:\桌面\dac\512mdata\tile_004708,D:\桌面\dac\512mdata\tile_004708\tile_004708.shp
tile_004709,Shanghai,row=110;col=46,64908.892,0.247608,119,D:\桌面\dac\512mdata\tile_004709,D:\桌面\dac\512mdata\tile_004709\tile_004709.shp
tile_004710,Shanghai,row=110;col=47,83684.438,0.319231,161,D:\桌面\dac\512mdata\tile_004710,D:\桌面\dac\512mdata\tile_004710\tile_004710.shp
tile_004711,Shanghai,row=110;col=48,94288.176,0.359681,247,D:\桌面\dac\512mdata\tile_004711,D:\桌面\dac\512mdata\tile_004711\tile_004711.shp
tile_004712,Shanghai,row=110;col=49,65757.012,0.250843,103,D:\桌面\dac\512mdata\tile_004712,D:\桌面\dac\512mdata\tile_004712\tile_004712.shp
tile_004713,Shanghai,row=110;col=50,76474.031,0.291725,138,D:\桌面\dac\512mdata\tile_004713,D:\桌面\dac\512mdata\tile_004713\tile_004713.shp
tile_004714,Shanghai,row=110;col=51,67410.993,0.257153,174,D:\桌面\dac\512mdata\tile_004714,D:\桌面\dac\512mdata\tile_004714\tile_004714.shp
tile_004715,Shanghai,row=110;col=53,67212.434,0.256395,159,D:\桌面\dac\512mdata\tile_004715,D:\桌面\dac\512mdata\tile_004715\tile_004715.shp
tile_004716,Shanghai,row=110;col=54,90631.563,0.345732,147,D:\桌面\dac\512mdata\tile_004716,D:\桌面\dac\512mdata\tile_004716\tile_004716.shp
tile_004717,Shanghai,row=110;col=55,79272.718,0.302401,225,D:\桌面\dac\512mdata\tile_004717,D:\桌面\dac\512mdata\tile_004717\tile_004717.shp
tile_004718,Shanghai,row=110;col=56,54568.267,0.208161,162,D:\桌面\dac\512mdata\tile_004718,D:\桌面\dac\512mdata\tile_004718\tile_004718.shp
tile_004719,Shanghai,row=110;col=68,52872.556,0.201693,281,D:\桌面\dac\512mdata\tile_004719,D:\桌面\dac\512mdata\tile_004719\tile_004719.shp
tile_004720,Shanghai,row=110;col=70,69229.072,0.264088,426,D:\桌面\dac\512mdata\tile_004720,D:\桌面\dac\512mdata\tile_004720\tile_004720.shp
tile_004721,Shanghai,row=110;col=71,58860.975,0.224537,285,D:\桌面\dac\512mdata\tile_004721,D:\桌面\dac\512mdata\tile_004721\tile_004721.shp
tile_004722,Shanghai,row=110;col=72,73175.741,0.279143,495,D:\桌面\dac\512mdata\tile_004722,D:\桌面\dac\512mdata\tile_004722\tile_004722.shp
tile_004723,Shanghai,row=110;col=73,63014.327,0.240381,374,D:\桌面\dac\512mdata\tile_004723,D:\桌面\dac\512mdata\tile_004723\tile_004723.shp
tile_004724,Shanghai,row=110;col=77,53142.682,0.202723,362,D:\桌面\dac\512mdata\tile_004724,D:\桌面\dac\512mdata\tile_004724\tile_004724.shp
tile_004725,Shanghai,row=110;col=87,67813.800,0.258689,200,D:\桌面\dac\512mdata\tile_004725,D:\桌面\dac\512mdata\tile_004725\tile_004725.shp
tile_004726,Shanghai,row=110;col=90,59845.788,0.228294,124,D:\桌面\dac\512mdata\tile_004726,D:\桌面\dac\512mdata\tile_004726\tile_004726.shp
tile_004727,Shanghai,row=110;col=91,63381.098,0.241780,136,D:\桌面\dac\512mdata\tile_004727,D:\桌面\dac\512mdata\tile_004727\tile_004727.shp
tile_004728,Shanghai,row=110;col=92,52949.812,0.201988,152,D:\桌面\dac\512mdata\tile_004728,D:\桌面\dac\512mdata\tile_004728\tile_004728.shp
tile_004729,Shanghai,row=110;col=94,54658.720,0.208506,120,D:\桌面\dac\512mdata\tile_004729,D:\桌面\dac\512mdata\tile_004729\tile_004729.shp
tile_004730,Shanghai,row=110;col=95,76238.144,0.290825,133,D:\桌面\dac\512mdata\tile_004730,D:\桌面\dac\512mdata\tile_004730\tile_004730.shp
tile_004731,Shanghai,row=110;col=96,57823.893,0.220581,119,D:\桌面\dac\512mdata\tile_004731,D:\桌面\dac\512mdata\tile_004731\tile_004731.shp
tile_004732,Shanghai,row=110;col=97,62254.237,0.237481,137,D:\桌面\dac\512mdata\tile_004732,D:\桌面\dac\512mdata\tile_004732\tile_004732.shp
tile_004733,Shanghai,row=110;col=98,56727.213,0.216397,125,D:\桌面\dac\512mdata\tile_004733,D:\桌面\dac\512mdata\tile_004733\tile_004733.shp
tile_004734,Shanghai,row=110;col=100,54197.733,0.206748,206,D:\桌面\dac\512mdata\tile_004734,D:\桌面\dac\512mdata\tile_004734\tile_004734.shp
tile_004735,Shanghai,row=110;col=101,58962.935,0.224926,176,D:\桌面\dac\512mdata\tile_004735,D:\桌面\dac\512mdata\tile_004735\tile_004735.shp
tile_004736,Shanghai,row=110;col=102,65728.111,0.250733,210,D:\桌面\dac\512mdata\tile_004736,D:\桌面\dac\512mdata\tile_004736\tile_004736.shp
tile_004737,Shanghai,row=110;col=103,58372.856,0.222675,169,D:\桌面\dac\512mdata\tile_004737,D:\桌面\dac\512mdata\tile_004737\tile_004737.shp
tile_004738,Shanghai,row=110;col=104,55300.242,0.210954,223,D:\桌面\dac\512mdata\tile_004738,D:\桌面\dac\512mdata\tile_004738\tile_004738.shp
tile_004739,Shanghai,row=110;col=105,55640.143,0.212250,195,D:\桌面\dac\512mdata\tile_004739,D:\桌面\dac\512mdata\tile_004739\tile_004739.shp
tile_004740,Shanghai,row=110;col=108,54810.662,0.209086,137,D:\桌面\dac\512mdata\tile_004740,D:\桌面\dac\512mdata\tile_004740\tile_004740.shp
tile_004741,Shanghai,row=110;col=114,72698.697,0.277324,482,D:\桌面\dac\512mdata\tile_004741,D:\桌面\dac\512mdata\tile_004741\tile_004741.shp
tile_004742,Shanghai,row=110;col=115,57339.948,0.218735,294,D:\桌面\dac\512mdata\tile_004742,D:\桌面\dac\512mdata\tile_004742\tile_004742.shp
tile_004743,Shanghai,row=110;col=116,52855.628,0.201628,179,D:\桌面\dac\512mdata\tile_004743,D:\桌面\dac\512mdata\tile_004743\tile_004743.shp
tile_004744,Shanghai,row=110;col=139,75064.557,0.286349,127,D:\桌面\dac\512mdata\tile_004744,D:\桌面\dac\512mdata\tile_004744\tile_004744.shp
tile_004745,Shanghai,row=110;col=140,73684.684,0.281085,69,D:\桌面\dac\512mdata\tile_004745,D:\桌面\dac\512mdata\tile_004745\tile_004745.shp
tile_004746,Shanghai,row=110;col=141,61037.871,0.232841,58,D:\桌面\dac\512mdata\tile_004746,D:\桌面\dac\512mdata\tile_004746\tile_004746.shp
tile_004747,Shanghai,row=111;col=42,81210.959,0.309795,275,D:\桌面\dac\512mdata\tile_004747,D:\桌面\dac\512mdata\tile_004747\tile_004747.shp
tile_004748,Shanghai,row=111;col=43,87655.035,0.334377,295,D:\桌面\dac\512mdata\tile_004748,D:\桌面\dac\512mdata\tile_004748\tile_004748.shp
tile_004749,Shanghai,row=111;col=44,67118.694,0.256037,220,D:\桌面\dac\512mdata\tile_004749,D:\桌面\dac\512mdata\tile_004749\tile_004749.shp
tile_004750,Shanghai,row=111;col=45,119037.709,0.454093,254,D:\桌面\dac\512mdata\tile_004750,D:\桌面\dac\512mdata\tile_004750\tile_004750.shp
tile_004751,Shanghai,row=111;col=46,68151.751,0.259978,216,D:\桌面\dac\512mdata\tile_004751,D:\桌面\dac\512mdata\tile_004751\tile_004751.shp
tile_004752,Shanghai,row=111;col=47,86590.237,0.330316,294,D:\桌面\dac\512mdata\tile_004752,D:\桌面\dac\512mdata\tile_004752\tile_004752.shp
tile_004753,Shanghai,row=111;col=48,100700.569,0.384142,281,D:\桌面\dac\512mdata\tile_004753,D:\桌面\dac\512mdata\tile_004753\tile_004753.shp
tile_004754,Shanghai,row=111;col=49,54597.703,0.208274,103,D:\桌面\dac\512mdata\tile_004754,D:\桌面\dac\512mdata\tile_004754\tile_004754.shp
tile_004755,Shanghai,row=111;col=50,78223.327,0.298398,128,D:\桌面\dac\512mdata\tile_004755,D:\桌面\dac\512mdata\tile_004755\tile_004755.shp
tile_004756,Shanghai,row=111;col=51,91583.928,0.349365,236,D:\桌面\dac\512mdata\tile_004756,D:\桌面\dac\512mdata\tile_004756\tile_004756.shp
tile_004757,Shanghai,row=111;col=52,59283.000,0.226147,167,D:\桌面\dac\512mdata\tile_004757,D:\桌面\dac\512mdata\tile_004757\tile_004757.shp
tile_004758,Shanghai,row=111;col=53,67315.261,0.256787,130,D:\桌面\dac\512mdata\tile_004758,D:\桌面\dac\512mdata\tile_004758\tile_004758.shp
tile_004759,Shanghai,row=111;col=54,67657.107,0.258091,217,D:\桌面\dac\512mdata\tile_004759,D:\桌面\dac\512mdata\tile_004759\tile_004759.shp
tile_004760,Shanghai,row=111;col=55,91738.592,0.349955,265,D:\桌面\dac\512mdata\tile_004760,D:\桌面\dac\512mdata\tile_004760\tile_004760.shp
tile_004761,Shanghai,row=111;col=61,77413.265,0.295308,168,D:\桌面\dac\512mdata\tile_004761,D:\桌面\dac\512mdata\tile_004761\tile_004761.shp
tile_004762,Shanghai,row=111;col=69,60906.257,0.232339,226,D:\桌面\dac\512mdata\tile_004762,D:\桌面\dac\512mdata\tile_004762\tile_004762.shp
tile_004763,Shanghai,row=111;col=70,63840.610,0.243533,560,D:\桌面\dac\512mdata\tile_004763,D:\桌面\dac\512mdata\tile_004763\tile_004763.shp
tile_004764,Shanghai,row=111;col=71,66055.457,0.251982,565,D:\桌面\dac\512mdata\tile_004764,D:\桌面\dac\512mdata\tile_004764\tile_004764.shp
tile_004765,Shanghai,row=111;col=80,58152.477,0.221834,392,D:\桌面\dac\512mdata\tile_004765,D:\桌面\dac\512mdata\tile_004765\tile_004765.shp
tile_004766,Shanghai,row=111;col=88,62817.473,0.239630,188,D:\桌面\dac\512mdata\tile_004766,D:\桌面\dac\512mdata\tile_004766\tile_004766.shp
tile_004767,Shanghai,row=111;col=90,72127.522,0.275145,213,D:\桌面\dac\512mdata\tile_004767,D:\桌面\dac\512mdata\tile_004767\tile_004767.shp
tile_004768,Shanghai,row=111;col=91,58262.690,0.222255,154,D:\桌面\dac\512mdata\tile_004768,D:\桌面\dac\512mdata\tile_004768\tile_004768.shp
tile_004769,Shanghai,row=111;col=95,57999.572,0.221251,196,D:\桌面\dac\512mdata\tile_004769,D:\桌面\dac\512mdata\tile_004769\tile_004769.shp
tile_004770,Shanghai,row=111;col=97,57007.972,0.217468,138,D:\桌面\dac\512mdata\tile_004770,D:\桌面\dac\512mdata\tile_004770\tile_004770.shp
tile_004771,Shanghai,row=111;col=98,63148.656,0.240893,172,D:\桌面\dac\512mdata\tile_004771,D:\桌面\dac\512mdata\tile_004771\tile_004771.shp
tile_004772,Shanghai,row=111;col=99,63538.212,0.242379,212,D:\桌面\dac\512mdata\tile_004772,D:\桌面\dac\512mdata\tile_004772\tile_004772.shp
tile_004773,Shanghai,row=111;col=100,80940.192,0.308762,290,D:\桌面\dac\512mdata\tile_004773,D:\桌面\dac\512mdata\tile_004773\tile_004773.shp
tile_004774,Shanghai,row=111;col=101,74616.739,0.284640,237,D:\桌面\dac\512mdata\tile_004774,D:\桌面\dac\512mdata\tile_004774\tile_004774.shp
tile_004775,Shanghai,row=111;col=102,66700.869,0.254444,223,D:\桌面\dac\512mdata\tile_004775,D:\桌面\dac\512mdata\tile_004775\tile_004775.shp
tile_004776,Shanghai,row=111;col=103,57268.266,0.218461,189,D:\桌面\dac\512mdata\tile_004776,D:\桌面\dac\512mdata\tile_004776\tile_004776.shp
tile_004777,Shanghai,row=111;col=104,68298.652,0.260539,234,D:\桌面\dac\512mdata\tile_004777,D:\桌面\dac\512mdata\tile_004777\tile_004777.shp
tile_004778,Shanghai,row=111;col=105,73032.245,0.278596,234,D:\桌面\dac\512mdata\tile_004778,D:\桌面\dac\512mdata\tile_004778\tile_004778.shp
tile_004779,Shanghai,row=111;col=106,56037.942,0.213768,218,D:\桌面\dac\512mdata\tile_004779,D:\桌面\dac\512mdata\tile_004779\tile_004779.shp
tile_004780,Shanghai,row=111;col=112,68334.621,0.260676,259,D:\桌面\dac\512mdata\tile_004780,D:\桌面\dac\512mdata\tile_004780\tile_004780.shp
tile_004781,Shanghai,row=111;col=113,55495.040,0.211697,209,D:\桌面\dac\512mdata\tile_004781,D:\桌面\dac\512mdata\tile_004781\tile_004781.shp
tile_004782,Shanghai,row=111;col=114,76595.209,0.292188,242,D:\桌面\dac\512mdata\tile_004782,D:\桌面\dac\512mdata\tile_004782\tile_004782.shp
tile_004783,Shanghai,row=111;col=115,58161.378,0.221868,229,D:\桌面\dac\512mdata\tile_004783,D:\桌面\dac\512mdata\tile_004783\tile_004783.shp
tile_004784,Shanghai,row=111;col=126,60754.915,0.231762,174,D:\桌面\dac\512mdata\tile_004784,D:\桌面\dac\512mdata\tile_004784\tile_004784.shp
tile_004785,Shanghai,row=112;col=42,66289.273,0.252874,274,D:\桌面\dac\512mdata\tile_004785,D:\桌面\dac\512mdata\tile_004785\tile_004785.shp
tile_004786,Shanghai,row=112;col=43,90565.188,0.345479,330,D:\桌面\dac\512mdata\tile_004786,D:\桌面\dac\512mdata\tile_004786\tile_004786.shp
tile_004787,Shanghai,row=112;col=44,63894.313,0.243737,292,D:\桌面\dac\512mdata\tile_004787,D:\桌面\dac\512mdata\tile_004787\tile_004787.shp
tile_004788,Shanghai,row=112;col=45,103716.498,0.395647,403,D:\桌面\dac\512mdata\tile_004788,D:\桌面\dac\512mdata\tile_004788\tile_004788.shp
tile_004789,Shanghai,row=112;col=46,58455.392,0.222990,262,D:\桌面\dac\512mdata\tile_004789,D:\桌面\dac\512mdata\tile_004789\tile_004789.shp
tile_004790,Shanghai,row=112;col=47,71511.839,0.272796,419,D:\桌面\dac\512mdata\tile_004790,D:\桌面\dac\512mdata\tile_004790\tile_004790.shp
