site_id,tile,tile_number,split,split_index,site_index,quadrant,tx_x_m,tx_y_m,tx_row_px,tx_col_px,tx_height_m,effective_power_db,azimuth_0_deg,azimuth_1_deg,azimuth_2_deg,azimuth_3_deg,sample_path
tile_000364_site01,tile_000364,364,train,271,1,radius_064_128m,318.874339912,161.101547859,87.224613035,79.218584978,23.000000,41.368411176,54,123,321,329,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000364_site01.npz
tile_000364_site02,tile_000364,364,train,271,2,radius_128_192m,160.341394485,397.825570311,28.043607422,39.585348621,23.000000,37.867250347,79,109,157,212,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000364_site02.npz
tile_000364_site03,tile_000364,364,train,271,3,radius_192_271m,444.819761867,95.067441514,103.733139622,110.704940467,23.000000,41.568213987,0,106,178,201,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000364_site03.npz
tile_000367_site00,tile_000367,367,train,272,0,radius_000_064m,267.796016500,200.150291739,77.462427065,66.449004125,26.000000,56.099813278,56,184,215,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000367_site00.npz
tile_000367_site01,tile_000367,367,train,272,1,radius_064_128m,372.795539872,255.976877175,63.505780706,92.698884968,26.000000,46.944146369,28,42,116,235,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000367_site01.npz
tile_000367_site02,tile_000367,367,train,272,2,radius_128_192m,283.895947523,417.493150751,23.126712312,70.473986881,26.000000,38.440955142,100,105,154,269,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000367_site02.npz
tile_000367_site03,tile_000367,367,train,272,3,radius_192_271m,343.977103797,443.620859953,16.594785012,85.494275949,26.000000,42.507293427,8,40,42,102,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000367_site03.npz
tile_000370_site00,tile_000370,370,train,273,0,radius_000_064m,280.271314025,291.219470331,54.695132417,69.567828506,26.000000,48.403400880,24,63,135,201,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000370_site00.npz
tile_000370_site01,tile_000370,370,train,273,1,radius_064_128m,207.660021526,351.642425419,39.589393645,51.415005382,26.000000,57.956099124,7,43,120,162,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000370_site01.npz
tile_000370_site02,tile_000370,370,train,273,2,radius_128_192m,218.983181235,108.960994050,100.259751488,54.245795309,26.000000,67.109168966,4,84,117,251,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000370_site02.npz
tile_000370_site03,tile_000370,370,train,273,3,radius_192_271m,149.177515153,426.841690497,20.789577376,36.794378788,26.000000,38.820867549,62,188,273,290,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000370_site03.npz
tile_000371_site00,tile_000371,371,train,274,0,radius_000_064m,314.153472482,232.651976776,69.337005806,78.038368120,26.000000,67.432227725,75,80,214,251,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000371_site00.npz
tile_000371_site01,tile_000371,371,train,274,1,radius_064_128m,278.610985807,328.235420147,45.441144963,69.152746452,26.000000,36.422627025,57,109,211,283,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000371_site01.npz
tile_000371_site02,tile_000371,371,train,274,2,radius_128_192m,142.691570114,378.306656581,32.923335855,35.172892529,26.000000,54.739004603,144,271,286,355,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000371_site02.npz
tile_000371_site03,tile_000371,371,train,274,3,radius_192_271m,185.586607235,71.672056804,109.581985799,45.896651809,26.000000,66.179758669,149,174,193,247,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000371_site03.npz
tile_000372_site00,tile_000372,372,train,275,0,radius_000_064m,264.846657368,278.296914886,57.925771278,65.711664342,29.000000,64.138859104,16,165,174,334,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000372_site00.npz
tile_000372_site01,tile_000372,372,train,275,1,radius_064_128m,285.153144158,195.742302975,78.564424256,70.788286040,29.000000,64.381589016,125,143,259,351,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000372_site01.npz
tile_000372_site02,tile_000372,372,train,275,2,radius_128_192m,399.641090121,285.066577725,56.233355569,99.410272530,29.000000,55.615049695,173,213,346,351,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000372_site02.npz
tile_000372_site03,tile_000372,372,train,275,3,radius_192_271m,67.975756580,415.087381753,23.728154562,16.493939145,29.000000,61.051042507,123,207,251,266,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000372_site03.npz
tile_000373_site00,tile_000373,373,train,276,0,radius_000_064m,293.744113675,209.582380344,75.104404914,72.936028419,47.000000,36.016394064,98,150,170,183,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000373_site00.npz
tile_000373_site01,tile_000373,373,train,276,1,radius_064_128m,195.953157019,308.100605375,50.474848656,48.488289255,47.000000,37.966554757,10,57,163,284,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000373_site01.npz
tile_000373_site02,tile_000373,373,train,276,2,radius_128_192m,199.231451766,376.142853503,33.464286624,49.307862942,47.000000,41.041743542,46,67,273,277,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000373_site02.npz
tile_000373_site03,tile_000373,373,train,276,3,radius_192_271m,77.261999019,341.456039218,42.135990195,18.815499755,47.000000,35.817135489,8,262,282,341,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000373_site03.npz
tile_000375_site00,tile_000375,375,train,277,0,radius_000_064m,266.516112370,263.861118284,61.534720429,66.129028093,26.000000,63.153316570,20,61,127,173,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000375_site00.npz
tile_000375_site01,tile_000375,375,train,277,1,radius_064_128m,259.946785286,333.694829397,44.076292651,64.486696321,26.000000,39.603469710,79,116,257,270,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000375_site01.npz
tile_000375_site02,tile_000375,375,train,277,2,radius_128_192m,120.872053066,243.417738600,66.645565350,29.718013267,26.000000,44.788819393,15,56,62,243,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000375_site02.npz
tile_000375_site03,tile_000375,375,train,277,3,radius_192_271m,75.028773980,376.479321346,33.380169664,18.257193495,26.000000,59.359999526,85,99,131,340,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000375_site03.npz
tile_000376_site00,tile_000376,376,train,278,0,radius_000_064m,274.849771422,291.609227960,54.597693010,68.212442855,26.000000,48.827649992,151,155,186,294,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000376_site00.npz
tile_000376_site01,tile_000376,376,train,278,1,radius_064_128m,150.891360387,290.183598404,54.954100399,37.222840097,26.000000,36.474411011,130,257,261,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000376_site01.npz
tile_000376_site02,tile_000376,376,train,278,2,radius_128_192m,326.590560295,366.488701625,35.877824594,81.147640074,26.000000,48.534330746,48,74,92,348,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000376_site02.npz
tile_000376_site03,tile_000376,376,train,278,3,radius_192_271m,111.267721829,431.329975545,19.667506114,27.316930457,26.000000,66.410632558,72,78,144,352,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000376_site03.npz
tile_000377_site00,tile_000377,377,train,279,0,radius_000_064m,219.460557238,251.703430502,64.574142374,54.365139310,26.000000,57.065953306,44,109,245,295,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000377_site00.npz
tile_000377_site01,tile_000377,377,train,279,1,radius_064_128m,311.365690646,173.075654773,84.231086307,77.341422662,26.000000,38.871327322,45,152,270,342,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000377_site01.npz
tile_000377_site02,tile_000377,377,train,279,2,radius_128_192m,101.647876372,341.893005577,42.026748606,24.911969093,26.000000,56.847604123,120,270,284,336,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000377_site02.npz
tile_000377_site03,tile_000377,377,train,279,3,radius_192_271m,71.586906727,101.474688443,102.131327889,17.396726682,26.000000,47.729248521,177,194,210,270,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000377_site03.npz
tile_000378_site00,tile_000378,378,train,280,0,radius_000_064m,199.001268078,276.010226661,58.497443335,49.250317019,23.000000,41.329232399,132,195,280,323,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000378_site00.npz
tile_000378_site01,tile_000378,378,train,280,1,radius_064_128m,327.983721030,340.088848436,42.477787891,81.495930257,23.000000,63.150153717,80,274,321,323,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000378_site01.npz
tile_000378_site02,tile_000378,378,train,280,2,radius_128_192m,415.131886687,172.471891668,84.382027083,103.282971672,23.000000,42.848866041,130,184,228,259,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000378_site02.npz
tile_000378_site03,tile_000378,378,train,280,3,radius_192_271m,365.046093104,90.364410729,104.908897318,90.761523276,23.000000,45.202672868,124,188,197,271,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000378_site03.npz
tile_000381_site00,tile_000381,381,train,281,0,radius_000_064m,241.775657500,284.648021083,56.337994729,59.943914375,23.000000,58.477344467,26,263,306,333,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000381_site00.npz
tile_000381_site01,tile_000381,381,train,281,1,radius_064_128m,206.580683301,346.908624763,40.772843809,51.145170825,23.000000,67.407814989,36,56,300,330,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000381_site01.npz
tile_000381_site02,tile_000381,381,train,281,2,radius_128_192m,323.742853244,406.446972131,25.888256967,80.435713311,23.000000,69.755954781,38,43,101,169,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000381_site02.npz
tile_000381_site03,tile_000381,381,train,281,3,radius_192_271m,395.596227351,80.535915529,107.366021118,98.399056838,23.000000,68.503877778,115,198,217,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000381_site03.npz
tile_000382_site00,tile_000382,382,train,282,0,radius_000_064m,303.443068676,290.806824130,54.798293967,75.360767169,26.000000,43.488554536,33,274,297,313,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000382_site00.npz
tile_000382_site01,tile_000382,382,train,282,1,radius_064_128m,382.421872913,256.076241505,63.480939624,95.105468228,26.000000,42.713223003,97,125,161,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000382_site01.npz
tile_000382_site02,tile_000382,382,train,282,2,radius_128_192m,337.704770612,357.075362120,38.231159470,83.926192653,26.000000,44.020324120,211,214,255,342,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000382_site02.npz
tile_000382_site03,tile_000382,382,train,282,3,radius_192_271m,431.756364258,418.336368104,22.915907974,107.439091064,26.000000,52.236778982,65,145,169,325,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000382_site03.npz
tile_000383_site00,tile_000383,383,train,283,0,radius_000_064m,220.246851612,294.558451844,53.860387039,54.561712903,26.000000,65.987495520,160,167,200,225,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000383_site00.npz
tile_000383_site01,tile_000383,383,train,283,1,radius_064_128m,315.092651200,149.341986820,90.164503295,78.273162800,26.000000,68.860562900,21,81,338,347,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000383_site01.npz
tile_000383_site02,tile_000383,383,train,283,2,radius_128_192m,248.140868455,73.997160483,109.000709879,61.535217114,26.000000,64.494766132,25,171,327,344,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000383_site02.npz
tile_000383_site03,tile_000383,383,train,283,3,radius_192_271m,111.593190129,392.921548884,29.269612779,27.398297532,26.000000,56.848706527,50,51,206,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000383_site03.npz
tile_000384_site00,tile_000384,384,train,284,0,radius_000_064m,257.894431504,295.981867419,53.504533145,63.973607876,29.000000,46.187344010,147,205,253,352,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000384_site00.npz
tile_000384_site01,tile_000384,384,train,284,1,radius_064_128m,150.433177870,257.377893196,63.155526701,37.108294468,29.000000,53.764995921,67,154,179,200,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000384_site01.npz
tile_000384_site02,tile_000384,384,train,284,2,radius_128_192m,223.144346297,94.006683269,103.998329183,55.286086574,29.000000,57.064262755,1,157,170,185,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000384_site02.npz
tile_000384_site03,tile_000384,384,train,284,3,radius_192_271m,68.021950558,118.935153856,97.766211536,16.505487640,29.000000,50.679130876,203,244,285,295,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000384_site03.npz
tile_000385_site00,tile_000385,385,train,285,0,radius_000_064m,270.533287014,256.629108301,63.342722925,67.133321753,26.000000,54.376671388,61,142,250,339,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000385_site00.npz
tile_000385_site01,tile_000385,385,train,285,1,radius_064_128m,251.689155650,350.358383069,39.910404233,62.422288913,26.000000,57.072316322,33,46,99,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000385_site01.npz
tile_000385_site02,tile_000385,385,train,285,2,radius_128_192m,328.008258411,118.312440892,97.921889777,81.502064603,26.000000,59.501397592,99,114,330,331,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000385_site02.npz
tile_000385_site03,tile_000385,385,train,285,3,radius_192_271m,424.563080148,84.558079732,106.360480067,105.640770037,26.000000,65.761945334,86,140,164,344,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000385_site03.npz
tile_000386_site00,tile_000386,386,train,286,0,radius_000_064m,254.905878867,301.715935823,52.071016044,63.226469717,26.000000,44.591064719,25,118,169,297,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000386_site00.npz
tile_000386_site01,tile_000386,386,train,286,1,radius_064_128m,185.448188000,305.928138232,51.017965442,45.862047000,26.000000,52.286322614,14,170,323,333,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000386_site01.npz
tile_000386_site02,tile_000386,386,train,286,2,radius_128_192m,282.492339531,433.737130478,19.065717380,70.123084883,26.000000,42.223000720,66,109,123,195,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000386_site02.npz
tile_000386_site03,tile_000386,386,train,286,3,radius_192_271m,97.133847838,368.699603512,35.325099122,23.783461960,26.000000,63.131707324,55,67,116,150,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000386_site03.npz
tile_000387_site00,tile_000387,387,train,287,0,radius_000_064m,274.275243302,297.396056735,53.150985816,68.068810826,26.000000,35.450325398,132,258,286,358,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000387_site00.npz
tile_000387_site01,tile_000387,387,train,287,1,radius_064_128m,293.165312312,173.456246952,84.135938262,72.791328078,26.000000,39.165790685,22,66,258,277,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000387_site01.npz
tile_000387_site02,tile_000387,387,train,287,2,radius_128_192m,160.026969930,372.996608257,34.250847936,39.506742483,26.000000,49.124862274,24,144,345,348,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000387_site02.npz
tile_000387_site03,tile_000387,387,train,287,3,radius_192_271m,87.065002909,161.201846450,87.199538388,21.266250727,26.000000,43.364827258,71,116,325,337,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000387_site03.npz
tile_000388_site00,tile_000388,388,train,288,0,radius_000_064m,291.605588199,298.285404223,52.928648944,72.401397050,26.000000,58.403025091,139,187,197,222,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000388_site00.npz
tile_000388_site01,tile_000388,388,train,288,1,radius_064_128m,188.207362154,310.024272322,49.993931919,46.551840538,26.000000,58.061791904,163,221,293,306,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000388_site01.npz
tile_000388_site02,tile_000388,388,train,288,2,radius_128_192m,93.561165832,155.350848702,88.662287825,22.890291458,26.000000,62.240587694,154,224,264,349,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000388_site02.npz
tile_000388_site03,tile_000388,388,train,288,3,radius_192_271m,410.752400048,114.030804651,98.992298837,102.188100012,26.000000,56.303266050,5,126,222,240,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000388_site03.npz
tile_000389_site00,tile_000389,389,train,289,0,radius_000_064m,253.886173935,261.463595014,62.134101247,62.971543484,23.000000,62.875929734,186,218,267,344,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000389_site00.npz
tile_000389_site01,tile_000389,389,train,289,1,radius_064_128m,329.505051048,242.785357935,66.803660516,81.876262762,23.000000,64.904055177,193,231,281,285,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000389_site01.npz
tile_000389_site02,tile_000389,389,train,289,2,radius_128_192m,136.850608195,347.598956565,40.600260859,33.712652049,23.000000,40.712380835,105,133,183,282,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000389_site02.npz
tile_000389_site03,tile_000389,389,train,289,3,radius_192_271m,420.052357219,359.937273275,37.515681681,104.513089305,23.000000,63.257380833,171,215,262,292,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000389_site03.npz
tile_000391_site00,tile_000391,391,train,290,0,radius_000_064m,265.974501624,241.834576232,67.041355942,65.993625406,26.000000,37.671640218,51,91,104,212,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000391_site00.npz
tile_000391_site01,tile_000391,391,train,290,1,radius_064_128m,328.508177063,288.234771800,55.441307050,81.627044266,26.000000,52.459259808,135,155,242,291,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000391_site01.npz
tile_000391_site02,tile_000391,391,train,290,2,radius_128_192m,307.998613241,399.919170244,27.520207439,76.499653310,26.000000,55.068988168,157,160,195,336,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000391_site02.npz
tile_000391_site03,tile_000391,391,train,290,3,radius_192_271m,101.064453649,396.802000058,28.299499986,24.766113412,26.000000,50.842760967,109,136,272,286,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000391_site03.npz
tile_000392_site00,tile_000392,392,train,291,0,radius_000_064m,247.029387164,284.194715910,56.451321022,61.257346791,26.000000,40.423510949,179,212,293,358,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000392_site00.npz
tile_000392_site01,tile_000392,392,train,291,1,radius_064_128m,225.921521374,193.086837102,79.228290725,55.980380343,26.000000,61.065817625,10,25,289,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000392_site01.npz
tile_000392_site02,tile_000392,392,train,291,2,radius_128_192m,350.441357778,94.011443301,103.997139175,87.110339444,26.000000,37.629069679,21,61,102,329,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000392_site02.npz
tile_000392_site03,tile_000392,392,train,291,3,radius_192_271m,87.869341963,144.736721593,91.315819602,21.467335491,26.000000,69.560457587,15,48,195,305,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000392_site03.npz
tile_000393_site00,tile_000393,393,train,292,0,radius_000_064m,209.653338708,221.013657166,72.246585709,51.913334677,23.000000,39.502779195,62,128,186,285,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000393_site00.npz
tile_000393_site01,tile_000393,393,train,292,1,radius_064_128m,177.070155626,293.164437546,54.208890613,43.767538907,23.000000,64.045825063,55,140,219,336,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000393_site01.npz
tile_000393_site02,tile_000393,393,train,292,2,radius_128_192m,389.391782167,334.477156951,43.880710762,96.847945542,23.000000,60.378778834,7,83,114,154,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000393_site02.npz
tile_000393_site03,tile_000393,393,train,292,3,radius_192_271m,165.529309387,80.532940702,107.366764824,40.882327347,23.000000,69.690213828,10,161,303,343,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000393_site03.npz
tile_000394_site00,tile_000394,394,train,293,0,radius_000_064m,251.918686113,303.015022930,51.746244268,62.479671528,26.000000,47.488861796,118,137,250,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000394_site00.npz
tile_000394_site01,tile_000394,394,train,293,1,radius_064_128m,289.064081747,136.791429096,93.302142726,71.766020437,26.000000,66.260561342,18,85,121,186,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000394_site01.npz
tile_000394_site02,tile_000394,394,train,293,2,radius_128_192m,225.464747466,445.114741545,16.221314614,55.866186866,26.000000,45.152376722,30,89,196,230,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000394_site02.npz
tile_000394_site03,tile_000394,394,train,293,3,radius_192_271m,98.145107632,136.351516212,93.412120947,24.036276908,26.000000,37.206417079,12,111,122,205,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000394_site03.npz
tile_000396_site00,tile_000396,396,train,294,0,radius_000_064m,197.132647875,278.367375322,57.908156170,48.783161969,26.000000,52.094457335,1,176,263,307,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000396_site00.npz
tile_000396_site01,tile_000396,396,train,294,1,radius_064_128m,232.660652306,342.796078414,41.800980397,57.665163076,26.000000,66.909200553,99,206,222,225,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000396_site01.npz
tile_000396_site02,tile_000396,396,train,294,2,radius_128_192m,221.360525206,87.789340581,105.552664855,54.840131301,26.000000,52.749233704,78,231,333,338,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000396_site02.npz
tile_000396_site03,tile_000396,396,train,294,3,radius_192_271m,443.467213289,189.391549944,80.152112514,110.366803322,26.000000,54.331167109,11,79,174,221,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000396_site03.npz
tile_000397_site00,tile_000397,397,train,295,0,radius_000_064m,243.120329880,197.788683005,78.052829249,60.280082470,26.000000,69.365072290,33,128,197,263,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000397_site00.npz
tile_000397_site01,tile_000397,397,train,295,1,radius_064_128m,222.579275770,134.732300195,93.816924951,55.144818942,26.000000,56.076643798,50,125,140,225,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000397_site01.npz
tile_000397_site02,tile_000397,397,train,295,2,radius_128_192m,435.278546570,194.515229113,78.871192722,108.319636643,26.000000,68.493188562,137,154,186,327,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000397_site02.npz
tile_000397_site03,tile_000397,397,train,295,3,radius_192_271m,123.796138517,405.842957256,26.039260686,30.449034629,26.000000,49.727910445,190,200,212,293,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000397_site03.npz
tile_000398_site00,tile_000398,398,train,296,0,radius_000_064m,241.316372145,198.377801157,77.905549711,59.829093036,26.000000,51.007054510,78,99,254,260,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000398_site00.npz
tile_000398_site01,tile_000398,398,train,296,1,radius_064_128m,355.107725749,297.993361048,53.001659738,88.276931437,26.000000,57.407077598,33,41,177,298,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000398_site01.npz
tile_000398_site02,tile_000398,398,train,296,2,radius_128_192m,71.821944262,236.788639185,68.302840204,17.455486066,26.000000,55.163848921,155,268,309,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000398_site02.npz
tile_000398_site03,tile_000398,398,train,296,3,radius_192_271m,372.716372430,80.001239097,107.499690226,92.679093107,26.000000,53.614414987,97,163,168,287,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000398_site03.npz
tile_000399_site00,tile_000399,399,train,297,0,radius_000_064m,229.449928928,229.561657822,70.109585545,56.862482232,23.000000,57.233080345,65,267,280,306,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000399_site00.npz
tile_000399_site01,tile_000399,399,train,297,1,radius_064_128m,251.442820123,138.883535031,92.779116242,62.360705031,23.000000,64.493752268,5,11,137,281,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000399_site01.npz
tile_000399_site02,tile_000399,399,train,297,2,radius_128_192m,409.928807926,143.337240554,91.665689861,101.982201982,23.000000,38.428702772,8,105,301,314,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000399_site02.npz
tile_000399_site03,tile_000399,399,train,297,3,radius_192_271m,433.839240496,341.232887360,42.191778160,107.959810124,23.000000,43.079900996,9,92,263,326,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000399_site03.npz
tile_000401_site00,tile_000401,401,train,298,0,radius_000_064m,248.936723659,233.226177832,69.193455542,61.734180915,26.000000,55.643300915,42,129,158,202,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000401_site00.npz
tile_000401_site01,tile_000401,401,train,298,1,radius_064_128m,138.257945286,304.358007207,51.410498198,34.064486321,26.000000,58.862356652,80,118,227,229,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000401_site01.npz
tile_000401_site02,tile_000401,401,train,298,2,radius_128_192m,73.123429756,271.428346646,59.642913338,17.780857439,26.000000,60.108843034,7,103,315,354,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000401_site02.npz
tile_000401_site03,tile_000401,401,train,298,3,radius_192_271m,171.899222010,441.063747059,17.234063235,42.474805503,26.000000,46.809700395,257,260,314,320,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000401_site03.npz
tile_000402_site00,tile_000402,402,train,299,0,radius_000_064m,201.484525520,283.828404199,56.542898950,49.871131380,11.000000,47.383023195,16,100,135,213,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000402_site00.npz
tile_000402_site01,tile_000402,402,train,299,1,radius_064_128m,254.704900620,183.174784861,81.706303785,63.176225155,11.000000,44.239669881,13,79,259,271,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000402_site01.npz
tile_000402_site02,tile_000402,402,train,299,2,radius_128_192m,272.422895105,389.475756969,30.131060758,67.605723776,11.000000,42.652769703,203,246,279,347,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000402_site02.npz
tile_000402_site03,tile_000402,402,train,299,3,radius_192_271m,395.432750036,94.751986271,103.812003432,98.358187509,11.000000,54.630344387,30,116,172,272,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000402_site03.npz
tile_000403_site00,tile_000403,403,train,300,0,radius_000_064m,255.028574467,252.612280949,64.346929763,63.257143617,23.000000,38.463986539,65,188,282,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000403_site00.npz
tile_000403_site01,tile_000403,403,train,300,1,radius_064_128m,208.135070745,307.278786982,50.680303254,51.533767686,23.000000,45.724009174,46,107,238,277,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000403_site01.npz
tile_000403_site02,tile_000403,403,train,300,2,radius_128_192m,360.646249838,97.162113999,103.209471500,89.661562459,23.000000,61.275638438,112,122,259,353,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000403_site02.npz
tile_000403_site03,tile_000403,403,train,300,3,radius_192_271m,439.551898480,438.606253123,17.848436719,109.387974620,23.000000,35.757768667,10,197,281,291,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000403_site03.npz
tile_000404_site00,tile_000404,404,train,301,0,radius_000_064m,243.520060520,244.746368079,66.313407980,60.380015130,17.000000,69.444415619,58,296,340,352,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_000404_site00.npz
