tile,split,block_x,block_y,center_x,center_y,source_dir
tile_001052,train,227,2155,466688.000,4414208.000,D:\桌面\dac\prepared_4m\tile_001052
tile_001053,train,228,2155,467200.000,4414208.000,D:\桌面\dac\prepared_4m\tile_001053
tile_001054,train,228,2155,468736.000,4414208.000,D:\桌面\dac\prepared_4m\tile_001054
tile_001055,train,235,2155,481536.000,4414208.000,D:\桌面\dac\prepared_4m\tile_001055
tile_001056,train,190,2155,389376.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001056
tile_001057,train,211,2155,433408.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001057
tile_001058,val,212,2155,435968.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001058
tile_001059,train,213,2155,436480.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001059
tile_001060,train,215,2155,440576.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001060
tile_001061,train,215,2155,441088.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001061
tile_001062,train,215,2155,441600.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001062
tile_001063,train,215,2155,442112.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001063
tile_001064,train,216,2155,442624.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001064
tile_001065,train,216,2155,443136.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001065
tile_001066,train,216,2155,443682.018,4414720.000,D:\桌面\dac\prepared_4m\tile_001066
tile_001067,train,216,2155,444166.770,4414720.000,D:\桌面\dac\prepared_4m\tile_001067
tile_001068,train,217,2155,444672.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001068
tile_001069,train,217,2155,445184.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001069
tile_001070,train,217,2155,445696.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001070
tile_001071,train,217,2155,446259.637,4414720.000,D:\桌面\dac\prepared_4m\tile_001071
tile_001072,train,218,2155,446720.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001072
tile_001073,train,218,2155,447232.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001073
tile_001074,train,218,2155,447744.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001074
tile_001075,test,219,2155,450304.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001075
tile_001076,train,220,2155,450816.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001076
tile_001077,train,220,2155,451328.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001077
tile_001078,train,220,2155,452362.883,4414720.000,D:\桌面\dac\prepared_4m\tile_001078
tile_001079,train,221,2155,452864.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001079
tile_001080,train,221,2155,453376.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001080
tile_001081,train,221,2155,453888.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001081
tile_001082,train,221,2155,454400.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001082
tile_001083,train,222,2155,454912.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001083
tile_001084,train,224,2155,459008.000,4414769.489,D:\桌面\dac\prepared_4m\tile_001084
tile_001085,train,224,2155,459520.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001085
tile_001086,train,224,2155,460544.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001086
tile_001087,train,226,2155,463104.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001087
tile_001088,train,227,2155,465152.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001088
tile_001089,train,227,2155,465664.000,4414720.000,D:\桌面\dac\prepared_4m\tile_001089
tile_001090,train,211,2155,433920.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001090
tile_001091,test,214,2155,440064.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001091
tile_001092,train,215,2155,441088.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001092
tile_001093,train,215,2155,441600.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001093
tile_001094,train,215,2155,442112.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001094
tile_001095,train,216,2155,442624.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001095
tile_001096,train,216,2155,443136.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001096
tile_001097,train,216,2155,443648.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001097
tile_001098,train,216,2155,444173.491,4415232.000,D:\桌面\dac\prepared_4m\tile_001098
tile_001099,train,217,2155,444672.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001099
tile_001100,train,217,2155,445184.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001100
tile_001101,train,217,2155,445696.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001101
tile_001102,train,218,2155,446720.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001102
tile_001103,train,218,2155,447232.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001103
tile_001104,train,218,2155,447744.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001104
tile_001105,train,218,2155,448256.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001105
tile_001106,test,219,2155,449792.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001106
tile_001107,test,219,2155,450304.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001107
tile_001108,train,220,2155,450816.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001108
tile_001109,train,220,2155,451328.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001109
tile_001110,train,220,2155,451840.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001110
tile_001111,train,220,2155,452352.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001111
tile_001112,train,221,2155,452864.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001112
tile_001113,train,221,2155,453376.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001113
tile_001114,train,221,2155,454400.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001114
tile_001115,train,222,2155,454912.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001115
tile_001116,train,222,2155,455424.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001116
tile_001117,train,223,2155,456960.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001117
tile_001118,train,223,2155,457472.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001118
tile_001119,train,223,2155,457984.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001119
tile_001120,train,223,2155,458575.658,4415232.000,D:\桌面\dac\prepared_4m\tile_001120
tile_001121,train,224,2155,459008.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001121
tile_001122,train,224,2155,459520.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001122
tile_001123,train,224,2155,460032.000,4415234.479,D:\桌面\dac\prepared_4m\tile_001123
tile_001124,train,224,2155,460544.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001124
tile_001125,train,226,2155,463104.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001125
tile_001126,train,227,2155,465152.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001126
tile_001127,train,227,2155,465668.401,4415232.000,D:\桌面\dac\prepared_4m\tile_001127
tile_001128,train,228,2155,468224.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001128
tile_001129,train,228,2155,468736.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001129
tile_001130,train,229,2155,469301.169,4415237.870,D:\桌面\dac\prepared_4m\tile_001130
tile_001131,train,229,2155,469760.000,4415232.000,D:\桌面\dac\prepared_4m\tile_001131
tile_001132,train,211,2156,432908.858,4415761.227,D:\桌面\dac\prepared_4m\tile_001132
tile_001133,train,211,2156,433920.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001133
tile_001134,train,212,2156,434432.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001134
tile_001135,train,212,2156,434944.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001135
tile_001136,train,212,2156,435968.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001136
tile_001137,test,213,2156,436992.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001137
tile_001138,test,213,2156,438016.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001138
tile_001139,train,214,2156,440064.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001139
tile_001140,test,215,2156,442112.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001140
tile_001141,train,216,2156,443136.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001141
tile_001142,train,216,2156,443648.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001142
tile_001143,train,216,2156,444179.290,4415744.000,D:\桌面\dac\prepared_4m\tile_001143
tile_001144,train,217,2156,444672.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001144
tile_001145,train,217,2156,445184.000,4415794.392,D:\桌面\dac\prepared_4m\tile_001145
tile_001146,train,217,2156,445696.000,4415792.544,D:\桌面\dac\prepared_4m\tile_001146
tile_001147,train,217,2156,446208.000,4415795.397,D:\桌面\dac\prepared_4m\tile_001147
tile_001148,train,218,2156,446720.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001148
tile_001149,train,218,2156,447232.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001149
tile_001150,train,218,2156,447744.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001150
tile_001151,train,218,2156,448256.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001151
tile_001152,train,219,2156,448768.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001152
tile_001153,train,219,2156,449280.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001153
tile_001154,train,219,2156,449792.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001154
tile_001155,train,219,2156,450304.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001155
tile_001156,val,220,2156,450816.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001156
tile_001157,val,220,2156,451328.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001157
tile_001158,val,220,2156,452352.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001158
tile_001159,train,221,2156,452864.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001159
tile_001160,train,221,2156,453376.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001160
tile_001161,train,221,2156,453888.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001161
tile_001162,train,224,2156,459520.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001162
tile_001163,val,226,2156,463616.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001163
tile_001164,val,226,2156,464128.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001164
tile_001165,val,226,2156,464640.000,4415778.608,D:\桌面\dac\prepared_4m\tile_001165
tile_001166,train,227,2156,465152.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001166
tile_001167,train,227,2156,465664.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001167
tile_001168,train,228,2156,468736.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001168
tile_001169,train,229,2156,469760.000,4415744.000,D:\桌面\dac\prepared_4m\tile_001169
tile_001170,test,215,2156,441600.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001170
tile_001171,train,216,2156,443136.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001171
tile_001172,train,216,2156,443648.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001172
tile_001173,train,216,2156,444172.939,4416256.000,D:\桌面\dac\prepared_4m\tile_001173
tile_001174,train,217,2156,444672.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001174
tile_001175,train,217,2156,445184.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001175
tile_001176,train,217,2156,445696.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001176
tile_001177,train,217,2156,446208.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001177
tile_001178,train,218,2156,446720.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001178
tile_001179,train,218,2156,447232.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001179
tile_001180,train,218,2156,447744.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001180
tile_001181,train,218,2156,448256.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001181
tile_001182,train,219,2156,448768.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001182
tile_001183,train,219,2156,449280.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001183
tile_001184,train,219,2156,449792.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001184
tile_001185,train,219,2156,450304.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001185
tile_001186,val,220,2156,450816.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001186
tile_001187,val,220,2156,451328.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001187
tile_001188,val,220,2156,452352.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001188
tile_001189,train,221,2156,453376.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001189
tile_001190,train,221,2156,453888.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001190
tile_001191,test,222,2156,454912.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001191
tile_001192,test,222,2156,456448.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001192
tile_001193,train,223,2156,457472.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001193
tile_001194,train,223,2156,458506.968,4416256.000,D:\桌面\dac\prepared_4m\tile_001194
tile_001195,train,224,2156,459008.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001195
tile_001196,train,224,2156,459520.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001196
tile_001197,train,224,2156,460032.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001197
tile_001198,train,224,2156,460544.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001198
tile_001199,val,226,2156,463104.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001199
tile_001200,val,226,2156,463616.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001200
tile_001201,train,229,2156,469248.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001201
tile_001202,train,229,2156,469760.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001202
tile_001203,val,234,2156,480000.000,4416256.000,D:\桌面\dac\prepared_4m\tile_001203
tile_001204,train,192,2156,394496.000,4416805.938,D:\桌面\dac\prepared_4m\tile_001204
tile_001205,train,210,2156,431872.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001205
tile_001206,train,211,2156,432384.000,4416768.580,D:\桌面\dac\prepared_4m\tile_001206
tile_001207,train,211,2156,433408.000,4416770.126,D:\桌面\dac\prepared_4m\tile_001207
tile_001208,train,211,2156,433920.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001208
tile_001209,train,212,2156,435968.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001209
tile_001210,test,213,2156,436491.974,4416768.000,D:\桌面\dac\prepared_4m\tile_001210
tile_001211,test,213,2156,436992.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001211
tile_001212,test,213,2156,438016.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001212
tile_001213,train,214,2156,438528.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001213
tile_001214,train,214,2156,439552.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001214
tile_001215,train,214,2156,440064.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001215
tile_001216,test,215,2156,440576.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001216
tile_001217,test,215,2156,441088.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001217
tile_001218,test,215,2156,441600.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001218
tile_001219,test,215,2156,442112.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001219
tile_001220,train,216,2156,442624.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001220
tile_001221,train,216,2156,443136.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001221
tile_001222,train,216,2156,443648.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001222
tile_001223,train,216,2156,444160.000,4416796.160,D:\桌面\dac\prepared_4m\tile_001223
tile_001224,train,217,2156,445184.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001224
tile_001225,train,217,2156,445696.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001225
tile_001226,train,217,2156,446208.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001226
tile_001227,train,218,2156,446720.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001227
tile_001228,train,218,2156,447232.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001228
tile_001229,train,218,2156,447744.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001229
tile_001230,train,218,2156,448256.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001230
tile_001231,train,219,2156,448768.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001231
tile_001232,train,219,2156,449280.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001232
tile_001233,train,219,2156,449792.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001233
tile_001234,train,219,2156,450304.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001234
tile_001235,val,220,2156,450816.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001235
tile_001236,val,220,2156,452352.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001236
tile_001237,train,221,2156,452864.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001237
tile_001238,train,221,2156,453376.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001238
tile_001239,train,221,2156,454400.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001239
tile_001240,test,222,2156,454912.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001240
tile_001241,train,223,2156,456960.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001241
tile_001242,train,223,2156,457472.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001242
tile_001243,train,223,2156,458496.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001243
tile_001244,train,224,2156,459008.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001244
tile_001245,train,224,2156,459520.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001245
tile_001246,train,224,2156,460032.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001246
tile_001247,train,225,2156,461056.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001247
tile_001248,train,225,2156,461568.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001248
tile_001249,val,226,2156,463616.000,4416772.676,D:\桌面\dac\prepared_4m\tile_001249
tile_001250,train,227,2156,465664.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001250
tile_001251,train,228,2156,467712.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001251
tile_001252,train,228,2156,468224.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001252
tile_001253,train,229,2156,469248.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001253
tile_001254,train,229,2156,469760.000,4416768.000,D:\桌面\dac\prepared_4m\tile_001254
tile_001255,train,211,2156,432384.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001255
tile_001256,train,211,2156,433408.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001256
tile_001257,train,211,2156,433920.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001257
tile_001258,train,212,2156,434944.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001258
tile_001259,train,212,2156,435968.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001259
tile_001260,test,213,2156,436480.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001260
tile_001261,test,213,2156,436992.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001261
tile_001262,test,213,2156,437504.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001262
tile_001263,test,213,2156,438016.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001263
tile_001264,train,214,2156,438528.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001264
tile_001265,train,214,2156,439552.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001265
tile_001266,train,214,2156,440064.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001266
tile_001267,test,215,2156,441088.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001267
tile_001268,test,215,2156,441600.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001268
tile_001269,test,215,2156,442112.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001269
tile_001270,train,216,2156,443136.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001270
tile_001271,train,216,2156,443648.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001271
tile_001272,train,216,2156,444160.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001272
tile_001273,train,217,2156,445184.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001273
tile_001274,train,217,2156,445696.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001274
tile_001275,train,217,2156,446274.282,4417280.000,D:\桌面\dac\prepared_4m\tile_001275
tile_001276,train,218,2156,446720.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001276
tile_001277,train,218,2156,448256.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001277
tile_001278,train,219,2156,448768.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001278
tile_001279,train,219,2156,449280.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001279
tile_001280,train,219,2156,449792.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001280
tile_001281,train,219,2156,450304.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001281
tile_001282,val,220,2156,450816.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001282
tile_001283,val,220,2156,451328.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001283
tile_001284,val,220,2156,451840.000,4417296.216,D:\桌面\dac\prepared_4m\tile_001284
tile_001285,val,220,2156,452352.000,4417322.382,D:\桌面\dac\prepared_4m\tile_001285
tile_001286,train,221,2156,454400.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001286
tile_001287,train,223,2156,457984.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001287
tile_001288,train,223,2156,458496.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001288
tile_001289,train,224,2156,459008.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001289
tile_001290,train,224,2156,459520.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001290
tile_001291,train,224,2156,460032.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001291
tile_001292,val,226,2156,463620.999,4417280.000,D:\桌面\dac\prepared_4m\tile_001292
tile_001293,train,228,2156,468736.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001293
tile_001294,train,229,2156,469248.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001294
tile_001295,train,232,2156,476416.000,4417280.000,D:\桌面\dac\prepared_4m\tile_001295
tile_001296,val,210,2157,430336.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001296
tile_001297,val,210,2157,430848.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001297
tile_001298,test,211,2157,432384.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001298
tile_001299,test,211,2157,432896.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001299
tile_001300,val,212,2157,435968.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001300
tile_001301,train,213,2157,436480.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001301
tile_001302,train,213,2157,436992.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001302
tile_001303,train,214,2157,438528.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001303
tile_001304,train,214,2157,439040.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001304
tile_001305,train,214,2157,439552.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001305
tile_001306,train,214,2157,440064.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001306
tile_001307,test,215,2157,441088.000,4417884.597,D:\桌面\dac\prepared_4m\tile_001307
tile_001308,test,215,2157,441600.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001308
tile_001309,test,215,2157,442112.000,4417845.797,D:\桌面\dac\prepared_4m\tile_001309
tile_001310,train,216,2157,442624.000,4417835.212,D:\桌面\dac\prepared_4m\tile_001310
tile_001311,train,216,2157,443136.000,4417829.132,D:\桌面\dac\prepared_4m\tile_001311
tile_001312,train,216,2157,443648.000,4417820.306,D:\桌面\dac\prepared_4m\tile_001312
tile_001313,train,216,2157,444160.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001313
tile_001314,test,217,2157,444672.000,4417818.632,D:\桌面\dac\prepared_4m\tile_001314
tile_001315,test,217,2157,445184.000,4417806.127,D:\桌面\dac\prepared_4m\tile_001315
tile_001316,test,217,2157,445696.000,4417799.709,D:\桌面\dac\prepared_4m\tile_001316
tile_001317,test,217,2157,446208.000,4417793.770,D:\桌面\dac\prepared_4m\tile_001317
tile_001318,val,218,2157,447232.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001318
tile_001319,val,218,2157,448256.000,4417831.096,D:\桌面\dac\prepared_4m\tile_001319
tile_001320,train,219,2157,448768.000,4417854.703,D:\桌面\dac\prepared_4m\tile_001320
tile_001321,train,219,2157,449280.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001321
tile_001322,train,219,2157,449792.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001322
tile_001323,train,219,2157,450304.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001323
tile_001324,train,220,2157,450816.000,4417792.380,D:\桌面\dac\prepared_4m\tile_001324
tile_001325,train,220,2157,451840.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001325
tile_001326,train,220,2157,452352.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001326
tile_001327,train,221,2157,452864.000,4417792.280,D:\桌面\dac\prepared_4m\tile_001327
tile_001328,test,222,2157,454912.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001328
tile_001329,test,222,2157,455424.000,4417839.586,D:\桌面\dac\prepared_4m\tile_001329
tile_001330,train,223,2157,457472.000,4417826.830,D:\桌面\dac\prepared_4m\tile_001330
tile_001331,train,223,2157,457984.000,4417795.641,D:\桌面\dac\prepared_4m\tile_001331
tile_001332,train,223,2157,458496.000,4417811.075,D:\桌面\dac\prepared_4m\tile_001332
tile_001333,train,225,2157,461056.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001333
tile_001334,train,225,2157,462592.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001334
tile_001335,train,228,2157,467712.000,4417864.129,D:\桌面\dac\prepared_4m\tile_001335
tile_001336,train,228,2157,468736.000,4417792.000,D:\桌面\dac\prepared_4m\tile_001336
tile_001337,train,209,2157,429824.000,4418325.945,D:\桌面\dac\prepared_4m\tile_001337
tile_001338,val,210,2157,430336.000,4418320.990,D:\桌面\dac\prepared_4m\tile_001338
tile_001339,val,210,2157,430848.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001339
tile_001340,val,210,2157,431361.183,4418304.000,D:\桌面\dac\prepared_4m\tile_001340
tile_001341,val,212,2157,435456.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001341
tile_001342,val,212,2157,435968.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001342
tile_001343,train,213,2157,436480.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001343
tile_001344,train,213,2157,436992.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001344
tile_001345,train,214,2157,438528.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001345
tile_001346,train,214,2157,439040.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001346
tile_001347,train,214,2157,439552.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001347
tile_001348,train,214,2157,440064.000,4418304.000,D:\桌面\dac\prepared_4m\tile_001348
