tile,split,status,valid_gain_pixels,seconds,error
tile_004141,train,ok,12996,0.006,
tile_004142,train,ok,12855,0.006,
tile_004143,train,ok,12277,0.006,
tile_004144,train,ok,12442,0.006,
tile_004145,train,ok,12881,0.006,
tile_004146,train,ok,12673,0.006,
tile_004147,train,ok,12173,0.006,
tile_004148,train,ok,12066,0.005,
tile_004149,train,ok,12472,0.006,
tile_004150,train,ok,11493,0.006,
tile_004151,train,ok,11332,0.006,
tile_004152,train,ok,12532,0.006,
tile_004153,train,ok,12946,0.006,
tile_004154,val,ok,12589,0.006,
tile_004155,val,ok,12362,0.006,
tile_004156,val,ok,11388,0.007,
tile_004157,train,ok,11280,0.006,
tile_004158,train,ok,12966,0.006,
tile_004159,train,ok,12892,0.005,
tile_004160,train,ok,12995,0.006,
tile_004161,train,ok,11159,0.006,
tile_004162,train,ok,11720,0.006,
tile_004163,train,ok,12048,0.006,
tile_004164,train,ok,12862,0.005,
tile_004165,train,ok,10905,0.006,
tile_004166,train,ok,12102,0.006,
tile_004167,train,ok,12732,0.005,
tile_004168,val,ok,10515,0.006,
tile_004169,val,ok,12755,0.006,
tile_004170,test,ok,12850,0.006,
tile_004171,train,ok,12855,0.006,
tile_004172,train,ok,12331,0.006,
tile_004173,train,ok,13040,0.006,
tile_004174,train,ok,13062,0.006,
tile_004175,test,ok,12506,0.006,
tile_004176,test,ok,12430,0.006,
tile_004177,test,ok,12803,0.006,
tile_004178,train,ok,11691,0.006,
tile_004179,train,ok,11966,0.005,
tile_004180,train,ok,11676,0.006,
tile_004181,train,ok,12242,0.006,
tile_004182,train,ok,12217,0.006,
tile_004183,train,ok,13051,0.006,
tile_004184,train,ok,10560,0.006,
tile_004185,train,ok,12029,0.006,
tile_004186,val,ok,11622,0.006,
tile_004187,val,ok,11592,0.006,
tile_004188,train,ok,12797,0.006,
tile_004189,test,ok,13054,0.007,
tile_004190,train,ok,12878,0.006,
tile_004191,train,ok,13076,0.006,
tile_004192,train,ok,12615,0.006,
tile_004193,train,ok,12546,0.006,
tile_004194,train,ok,11815,0.006,
tile_004195,train,ok,12482,0.006,
tile_004196,train,ok,12452,0.006,
tile_004197,train,ok,11455,0.006,
tile_004198,train,ok,12190,0.006,
tile_004199,train,ok,9918,0.006,
tile_004200,train,ok,13106,0.006,
tile_004201,train,ok,12979,0.006,
tile_004202,val,ok,13071,0.006,
tile_004203,train,ok,11958,0.007,
tile_004204,train,ok,13074,0.006,
tile_004205,train,ok,13036,0.006,
tile_004206,test,ok,12704,0.006,
tile_004207,train,ok,12828,0.006,
tile_004208,train,ok,10511,0.006,
tile_004209,train,ok,11289,0.006,
tile_004210,train,ok,12263,0.005,
tile_004211,train,ok,12085,0.006,
tile_004212,val,ok,12739,0.006,
tile_004213,val,ok,13279,0.006,
tile_004214,train,ok,11604,0.006,
tile_004215,test,ok,12656,0.006,
tile_004216,train,ok,10962,0.006,
tile_004217,train,ok,10104,0.006,
tile_004218,train,ok,10765,0.006,
tile_004219,train,ok,12061,0.006,
tile_004220,train,ok,13016,0.006,
tile_004221,val,ok,12615,0.006,
tile_004222,val,ok,12570,0.006,
tile_004223,train,ok,12548,0.006,
tile_004224,train,ok,12084,0.006,
tile_004225,test,ok,13068,0.006,
tile_004226,train,ok,12891,0.006,
tile_004227,val,ok,12750,0.006,
tile_004228,train,ok,12944,0.006,
tile_004229,val,ok,12417,0.006,
tile_004230,train,ok,12386,0.006,
tile_004231,train,ok,11703,0.006,
tile_004232,test,ok,12347,0.006,
tile_004233,test,ok,12603,0.006,
tile_004234,test,ok,12419,0.006,
tile_004235,train,ok,10916,0.006,
tile_004236,train,ok,12978,0.006,
tile_004237,val,ok,9724,0.007,
tile_004238,val,ok,12243,0.006,
tile_004239,train,ok,11736,0.006,
tile_004240,train,ok,11702,0.006,
tile_004241,train,ok,10726,0.006,
tile_004242,train,ok,12893,0.006,
tile_004243,train,ok,12860,0.006,
tile_004244,train,ok,12608,0.006,
tile_004245,train,ok,12426,0.007,
tile_004246,train,ok,12479,0.006,
tile_004247,test,ok,12768,0.006,
tile_004248,test,ok,11450,0.006,
tile_004249,train,ok,11963,0.006,
tile_004250,val,ok,11704,0.006,
tile_004251,train,ok,12301,0.006,
tile_004252,train,ok,13111,0.006,
tile_004253,train,ok,12168,0.006,
tile_004254,train,ok,10525,0.006,
tile_004255,train,ok,11402,0.006,
tile_004256,test,ok,13064,0.006,
tile_004257,test,ok,10992,0.007,
tile_004258,train,ok,12634,0.006,
tile_004259,test,ok,11387,0.006,
tile_004260,test,ok,12995,0.006,
tile_004261,test,ok,13059,0.006,
tile_004262,train,ok,11555,0.006,
tile_004263,val,ok,11299,0.006,
tile_004264,train,ok,11621,0.006,
tile_004265,train,ok,12190,0.006,
tile_004266,train,ok,11935,0.007,
tile_004267,train,ok,12820,0.006,
tile_004268,train,ok,11734,0.006,
tile_004269,train,ok,12316,0.01,
tile_004270,train,ok,13016,0.005,
tile_004271,train,ok,11567,0.009,
tile_004272,train,ok,10827,0.009,
tile_004273,train,ok,12877,0.008,
tile_004274,test,ok,11983,0.006,
tile_004275,test,ok,11692,0.006,
tile_004276,val,ok,12457,0.006,
tile_004277,test,ok,12676,0.007,
tile_004278,train,ok,9604,0.006,
tile_004279,train,ok,10430,0.006,
tile_004280,train,ok,11844,0.006,
tile_004281,train,ok,12122,0.006,
tile_004282,test,ok,13051,0.006,
tile_004283,train,ok,12078,0.006,
tile_004284,train,ok,12390,0.006,
tile_004285,train,ok,12312,0.006,
tile_004286,train,ok,12111,0.006,
tile_004287,train,ok,12312,0.007,
tile_004288,train,ok,12474,0.006,
tile_004289,train,ok,12848,0.006,
tile_004290,train,ok,13094,0.006,
tile_004291,train,ok,13034,0.006,
tile_004292,val,ok,12864,0.006,
tile_004293,val,ok,12304,0.006,
tile_004294,train,ok,11016,0.007,
tile_004295,train,ok,10406,0.006,
tile_004296,train,ok,11842,0.006,
tile_004297,train,ok,10883,0.006,
tile_004298,test,ok,10701,0.007,
tile_004299,test,ok,12170,0.006,
tile_004300,train,ok,12594,0.006,
tile_004301,train,ok,12958,0.006,
tile_004302,train,ok,10717,0.006,
tile_004303,train,ok,11099,0.006,
tile_004304,train,ok,13064,0.006,
tile_004305,train,ok,12826,0.006,
tile_004306,train,ok,11547,0.006,
tile_004307,train,ok,10149,0.006,
tile_004308,val,ok,12610,0.006,
tile_004309,val,ok,12855,0.012,
tile_004310,train,ok,12829,0.011,
tile_004311,train,ok,12657,0.011,
tile_004312,train,ok,12617,0.011,
tile_004313,train,ok,12015,0.005,
tile_004314,train,ok,9794,0.005,
tile_004315,test,ok,12628,0.006,
tile_004316,test,ok,12567,0.006,
tile_004317,train,ok,12910,0.005,
tile_004318,train,ok,12658,0.006,
tile_004319,train,ok,12490,0.006,
tile_004320,train,ok,12252,0.006,
tile_004321,train,ok,11872,0.006,
tile_004322,train,ok,11866,0.006,
tile_004323,train,ok,10585,0.009,
tile_004324,train,ok,12557,0.006,
tile_004325,val,ok,11721,0.012,
tile_004326,val,ok,11271,0.01,
tile_004327,val,ok,12031,0.01,
tile_004328,train,ok,12410,0.008,
tile_004329,train,ok,12323,0.005,
tile_004330,train,ok,12772,0.006,
tile_004331,train,ok,12867,0.005,
tile_004332,test,ok,11678,0.006,
tile_004333,test,ok,10891,0.006,
tile_004334,test,ok,12073,0.005,
tile_004335,train,ok,12942,0.006,
tile_004336,train,ok,12380,0.005,
tile_004337,train,ok,12832,0.005,
tile_004338,train,ok,12781,0.005,
tile_004339,train,ok,11743,0.006,
tile_004340,train,ok,11423,0.006,
tile_004341,train,ok,11073,0.005,
tile_004342,train,ok,12332,0.005,
tile_004343,train,ok,12526,0.005,
tile_004344,train,ok,12284,0.005,
tile_004345,val,ok,12542,0.006,
tile_004346,val,ok,12371,0.006,
tile_004347,val,ok,13062,0.005,
tile_004348,train,ok,12430,0.005,
tile_004349,train,ok,12973,0.006,
tile_004350,train,ok,13096,0.005,
tile_004351,train,ok,12815,0.005,
tile_004352,train,ok,12963,0.005,
tile_004353,train,ok,12026,0.005,
tile_004354,val,ok,12142,0.006,
tile_004355,val,ok,12857,0.005,
tile_004356,val,ok,12721,0.005,
tile_004357,val,ok,11959,0.006,
tile_004358,val,ok,10337,0.006,
tile_004359,train,ok,11860,0.005,
tile_004360,train,ok,12684,0.006,
tile_004361,train,ok,12771,0.005,
tile_004362,train,ok,12133,0.005,
tile_004363,train,ok,12333,0.006,
tile_004364,train,ok,13108,0.005,
tile_004365,train,ok,12713,0.006,
tile_004366,train,ok,11608,0.005,
tile_004367,train,ok,12775,0.005,
tile_004368,train,ok,12205,0.005,
tile_004369,train,ok,12618,0.006,
tile_004370,train,ok,12630,0.005,
tile_004371,val,ok,13049,0.006,
tile_004372,val,ok,12866,0.006,
tile_004373,val,ok,12458,0.005,
tile_004374,train,ok,12712,0.005,
tile_004375,train,ok,12469,0.005,
tile_004376,val,ok,13094,0.006,
tile_004377,val,ok,11804,0.006,
tile_004378,train,ok,13062,0.005,
tile_004379,train,ok,10751,0.005,
tile_004380,train,ok,12533,0.005,
tile_004381,train,ok,11984,0.006,
tile_004382,train,ok,12689,0.006,
tile_004383,train,ok,12625,0.006,
tile_004384,train,ok,12361,0.006,
tile_004385,train,ok,11938,0.006,
tile_004386,train,ok,13061,0.005,
tile_004387,train,ok,12829,0.006,
tile_004388,train,ok,12385,0.006,
tile_004389,train,ok,12081,0.031,
tile_004390,val,ok,12671,0.031,
tile_004391,val,ok,13022,0.032,
tile_004392,val,ok,12641,0.032,
tile_004393,val,ok,13128,0.01,
tile_004394,val,ok,12075,0.01,
tile_004395,val,ok,11569,0.009,
tile_004396,train,ok,13005,0.009,
tile_004397,val,ok,13053,0.007,
tile_004398,train,ok,12271,0.007,
tile_004399,train,ok,12558,0.007,
tile_004400,train,ok,12731,0.007,
tile_004401,train,ok,12507,0.007,
tile_004402,train,ok,12446,0.007,
tile_004403,train,ok,11825,0.007,
tile_004404,train,ok,12405,0.006,
tile_004405,train,ok,11453,0.006,
tile_004406,train,ok,12703,0.005,
tile_004407,train,ok,12170,0.005,
tile_004408,train,ok,12129,0.005,
tile_004409,train,ok,12855,0.005,
tile_004410,train,ok,12909,0.006,
tile_004411,train,ok,12503,0.005,
tile_004412,train,ok,12148,0.005,
tile_004413,train,ok,13023,0.006,
tile_004414,train,ok,12919,0.006,
tile_004415,val,ok,13035,0.006,
tile_004416,val,ok,12322,0.006,
tile_004417,val,ok,11410,0.006,
tile_004418,val,ok,12887,0.006,
tile_004419,train,ok,12882,0.006,
tile_004420,val,ok,12945,0.006,
tile_004421,train,ok,12090,0.006,
tile_004422,train,ok,12563,0.006,
tile_004423,train,ok,11693,0.006,
tile_004424,train,ok,13072,0.006,
tile_004425,train,ok,11835,0.005,
tile_004426,train,ok,12837,0.005,
tile_004427,train,ok,10746,0.005,
tile_004428,train,ok,11630,0.006,
tile_004429,train,ok,12879,0.005,
tile_004430,train,ok,11759,0.007,
tile_004431,train,ok,11790,0.007,
tile_004432,train,ok,12880,0.006,
tile_004433,train,ok,12910,0.006,
tile_004434,train,ok,12538,0.005,
tile_004435,train,ok,12788,0.005,
tile_004436,train,ok,12156,0.005,
tile_004437,train,ok,12063,0.005,
tile_004438,train,ok,12865,0.006,
tile_004439,train,ok,11707,0.005,
tile_004440,train,ok,12066,0.005,
tile_004441,train,ok,11892,0.005,
tile_004442,train,ok,10936,0.006,
tile_004443,train,ok,12334,0.005,
tile_004444,train,ok,12032,0.005,
tile_004445,train,ok,12738,0.005,
tile_004446,train,ok,12657,0.005,
tile_004447,train,ok,12819,0.005,
tile_004448,train,ok,13052,0.005,
tile_004449,train,ok,13005,0.005,
tile_004450,train,ok,13002,0.005,
tile_004451,train,ok,12290,0.005,
tile_004452,train,ok,12914,0.005,
tile_004453,train,ok,12822,0.005,
tile_004454,train,ok,12836,0.006,
tile_004455,train,ok,12557,0.005,
tile_004456,train,ok,12672,0.005,
tile_004457,train,ok,12060,0.006,
tile_004458,train,ok,12390,0.005,
tile_004459,train,ok,12119,0.005,
tile_004460,train,ok,13135,0.005,
tile_004461,train,ok,12762,0.006,
tile_004462,train,ok,12234,0.005,
tile_004463,train,ok,11376,0.006,
tile_004464,train,ok,10951,0.005,
tile_004465,train,ok,12139,0.005,
tile_004466,train,ok,11150,0.005,
tile_004467,train,ok,12192,0.005,
tile_004468,train,ok,12742,0.005,
tile_004469,train,ok,12611,0.005,
tile_004470,train,ok,12843,0.005,
tile_004471,train,ok,12576,0.006,
tile_004472,train,ok,12345,0.005,
tile_004473,train,ok,13091,0.005,
tile_004474,train,ok,12485,0.005,
tile_004475,train,ok,12777,0.005,
tile_004476,train,ok,12924,0.005,
tile_004477,train,ok,12048,0.005,
tile_004478,train,ok,13054,0.005,
tile_004479,train,ok,12814,0.006,
tile_004480,train,ok,12188,0.005,
tile_004481,train,ok,12861,0.005,
tile_004482,train,ok,12720,0.005,
tile_004483,train,ok,12609,0.005,
tile_004484,train,ok,11325,0.006,
tile_004485,train,ok,10971,0.005,
tile_004486,train,ok,10721,0.005,
tile_004487,train,ok,10912,0.005,
tile_004488,train,ok,11895,0.005,
tile_004489,train,ok,13087,0.005,
tile_004490,train,ok,12980,0.006,
tile_004491,train,ok,12850,0.005,
tile_004492,train,ok,12297,0.005,
tile_004493,train,ok,13062,0.005,
tile_004494,train,ok,13045,0.005,
tile_004495,train,ok,12457,0.006,
tile_004496,train,ok,12594,0.006,
tile_004497,train,ok,12166,0.006,
tile_004498,train,ok,12628,0.005,
tile_004499,train,ok,12364,0.005,
tile_004500,train,ok,11940,0.005,
tile_004501,train,ok,13025,0.005,
tile_004502,train,ok,12902,0.005,
tile_004503,train,ok,12332,0.005,
tile_004504,train,ok,11452,0.005,
tile_004505,train,ok,12245,0.005,
tile_004506,train,ok,12379,0.005,
tile_004507,test,ok,12986,0.006,
tile_004508,test,ok,12704,0.006,
tile_004509,train,ok,12028,0.005,
tile_004510,train,ok,12761,0.005,
tile_004511,test,ok,12478,0.006,
tile_004512,test,ok,10058,0.006,
tile_004513,test,ok,12297,0.006,
tile_004514,test,ok,12652,0.005,
tile_004515,train,ok,12387,0.005,
tile_004516,train,ok,12838,0.005,
tile_004517,train,ok,12897,0.005,
tile_004518,train,ok,11819,0.005,
tile_004519,train,ok,12452,0.005,
tile_004520,val,ok,12650,0.006,
tile_004521,val,ok,11929,0.006,
tile_004522,val,ok,12853,0.006,
tile_004523,train,ok,12031,0.005,
tile_004524,train,ok,12169,0.005,
tile_004525,train,ok,12855,0.005,
tile_004526,train,ok,12276,0.005,
tile_004527,train,ok,11751,0.005,
tile_004528,test,ok,12321,0.006,
tile_004529,train,ok,11148,0.005,
tile_004530,val,ok,12908,0.006,
tile_004531,val,ok,10379,0.006,
tile_004532,train,ok,13036,0.005,
tile_004533,train,ok,12152,0.005,
tile_004534,train,ok,11621,0.006,
tile_004535,train,ok,12132,0.005,
tile_004536,train,ok,13003,0.005,
tile_004537,train,ok,12574,0.005,
tile_004538,train,ok,12934,0.005,
tile_004539,test,ok,12219,0.005,
tile_004540,test,ok,11171,0.006,
tile_004541,test,ok,12924,0.006,
tile_004542,test,ok,12923,0.006,
tile_004543,train,ok,11959,0.006,
tile_004544,train,ok,12828,0.006,
tile_004545,train,ok,12342,0.006,
tile_004546,train,ok,11865,0.005,
tile_004547,train,ok,12642,0.005,
tile_004548,train,ok,11304,0.005,
tile_004549,train,ok,12936,0.005,
tile_004550,val,ok,12952,0.005,
tile_004551,val,ok,12472,0.006,
tile_004552,val,ok,12464,0.006,
tile_004553,train,ok,11711,0.005,
tile_004554,train,ok,12564,0.006,
tile_004555,train,ok,12485,0.005,
tile_004556,train,ok,12616,0.006,
tile_004557,train,ok,12736,0.005,
tile_004558,train,ok,11193,0.005,
tile_004559,train,ok,12550,0.005,
tile_004560,val,ok,12947,0.006,
tile_004561,val,ok,11393,0.006,
tile_004562,train,ok,12812,0.005,
tile_004563,train,ok,12116,0.005,
tile_004564,train,ok,12468,0.005,
tile_004565,train,ok,12050,0.005,
tile_004566,train,ok,11145,0.005,
tile_004567,train,ok,11600,0.006,
tile_004568,train,ok,12096,0.006,
tile_004569,train,ok,11917,0.005,
tile_004570,train,ok,12600,0.005,
tile_004571,train,ok,12904,0.005,
tile_004572,test,ok,11919,0.006,
tile_004573,train,ok,12947,0.005,
tile_004574,train,ok,12485,0.005,
tile_004575,train,ok,12405,0.005,
tile_004576,train,ok,12419,0.005,
tile_004577,train,ok,13063,0.005,
tile_004578,val,ok,12606,0.007,
tile_004579,train,ok,12364,0.006,
tile_004580,train,ok,12729,0.005,
tile_004581,train,ok,12285,0.005,
tile_004582,train,ok,11502,0.006,
tile_004583,train,ok,12498,0.005,
tile_004584,train,ok,11941,0.005,
tile_004585,train,ok,11760,0.005,
tile_004586,train,ok,12472,0.006,
tile_004587,val,ok,13109,0.006,
tile_004588,val,ok,13097,0.006,
tile_004589,train,ok,12169,0.006,
tile_004590,train,ok,12228,0.005,
tile_004591,train,ok,10602,0.005,
tile_004592,train,ok,11056,0.006,
tile_004593,train,ok,11000,0.005,
tile_004594,train,ok,12475,0.006,
tile_004595,train,ok,12604,0.005,
tile_004596,train,ok,11554,0.005,
tile_004597,train,ok,12574,0.005,
tile_004598,train,ok,12709,0.006,
tile_004599,train,ok,13005,0.006,
tile_004600,train,ok,12899,0.006,
tile_004601,train,ok,12510,0.006,
tile_004602,train,ok,10670,0.006,
tile_004603,train,ok,13030,0.006,
tile_004604,train,ok,12734,0.006,
tile_004605,train,ok,12914,0.006,
tile_004606,train,ok,12998,0.006,
tile_004607,train,ok,13019,0.006,
tile_004608,train,ok,12006,0.006,
tile_004609,train,ok,12388,0.006,
tile_004610,train,ok,12436,0.005,
tile_004611,val,ok,9768,0.006,
tile_004612,train,ok,12428,0.006,
tile_004613,train,ok,13025,0.005,
tile_004614,train,ok,12056,0.005,
tile_004615,train,ok,12494,0.005,
tile_004616,test,ok,12950,0.006,
tile_004617,train,ok,11145,0.006,
tile_004618,train,ok,12921,0.006,
tile_004619,train,ok,12938,0.006,
tile_004620,train,ok,11980,0.006,
tile_004621,val,ok,11759,0.006,
tile_004622,train,ok,12400,0.006,
tile_004623,train,ok,11708,0.006,
tile_004624,train,ok,12533,0.006,
tile_004625,train,ok,12770,0.006,
tile_004626,train,ok,13109,0.006,
tile_004627,train,ok,12089,0.006,
tile_004628,train,ok,12475,0.005,
tile_004629,val,ok,11731,0.006,
tile_004630,val,ok,12135,0.006,
tile_004631,train,ok,12997,0.006,
tile_004632,train,ok,11760,0.006,
tile_004633,train,ok,13057,0.006,
tile_004634,test,ok,12764,0.006,
tile_004635,train,ok,11916,0.005,
tile_004636,train,ok,13137,0.006,
tile_004637,train,ok,12347,0.006,
tile_004638,train,ok,10447,0.005,
tile_004639,train,ok,12946,0.006,
tile_004640,train,ok,11059,0.005,
tile_004641,train,ok,12211,0.006,
tile_004642,train,ok,11754,0.005,
tile_004643,train,ok,9527,0.005,
tile_004644,train,ok,12369,0.005,
tile_004645,train,ok,12139,0.005,
tile_004646,train,ok,12462,0.005,
tile_004647,train,ok,11311,0.005,
tile_004648,train,ok,12690,0.005,
tile_004649,train,ok,12683,0.005,
tile_004650,train,ok,12849,0.006,
tile_004651,train,ok,13024,0.006,
tile_004652,val,ok,12524,0.006,
tile_004653,train,ok,13019,0.006,
tile_004654,train,ok,12587,0.006,
tile_004655,train,ok,12502,0.005,
tile_004656,train,ok,12239,0.005,
tile_004657,train,ok,12563,0.005,
tile_004658,train,ok,12777,0.006,
tile_004659,train,ok,13081,0.006,
tile_004660,train,ok,12459,0.005,
tile_004661,train,ok,12520,0.005,
tile_004662,train,ok,12718,0.006,
tile_004663,train,ok,12639,0.006,
tile_004664,train,ok,12308,0.006,
tile_004665,val,ok,12438,0.006,
tile_004666,train,ok,12704,0.006,
tile_004667,train,ok,11876,0.006,
tile_004668,train,ok,12732,0.005,
tile_004669,test,ok,12742,0.006,
tile_004670,test,ok,13157,0.006,
tile_004671,test,ok,11534,0.005,
tile_004672,train,ok,11383,0.005,
tile_004673,train,ok,12753,0.005,
tile_004674,train,ok,11850,0.005,
tile_004675,train,ok,12144,0.005,
tile_004676,train,ok,10522,0.005,
tile_004677,train,ok,12126,0.005,
tile_004678,train,ok,10619,0.006,
tile_004679,train,ok,12456,0.006,
tile_004680,train,ok,12838,0.005,
tile_004681,train,ok,11259,0.006,
tile_004682,train,ok,10238,0.006,
tile_004683,train,ok,12826,0.005,
tile_004684,train,ok,12255,0.005,
tile_004685,train,ok,12953,0.005,
tile_004686,train,ok,11166,0.006,
tile_004687,train,ok,13049,0.006,
tile_004688,train,ok,13048,0.006,
tile_004689,train,ok,11842,0.006,
tile_004690,train,ok,12090,0.006,
tile_004691,train,ok,12973,0.006,
tile_004692,train,ok,12801,0.005,
tile_004693,train,ok,12687,0.005,
tile_004694,train,ok,13063,0.006,
tile_004695,train,ok,12489,0.006,
tile_004696,train,ok,13094,0.006,
tile_004697,train,ok,12442,0.006,
tile_004698,val,ok,12881,0.006,
tile_004699,train,ok,13090,0.005,
tile_004700,train,ok,13050,0.006,
tile_004701,test,ok,11449,0.006,
tile_004702,test,ok,12127,0.006,
tile_004703,test,ok,12020,0.006,
tile_004704,train,ok,12936,0.006,
tile_004705,train,ok,10957,0.006,
tile_004706,train,ok,9903,0.006,
tile_004707,train,ok,11706,0.005,
tile_004708,train,ok,11947,0.006,
tile_004709,train,ok,12318,0.005,
tile_004710,train,ok,11197,0.006,
tile_004711,train,ok,10584,0.006,
tile_004712,train,ok,12286,0.006,
tile_004713,train,ok,11596,0.005,
tile_004714,train,ok,12234,0.005,
tile_004715,train,ok,12187,0.006,
tile_004716,train,ok,10769,0.005,
tile_004717,train,ok,11499,0.005,
tile_004718,train,ok,13007,0.005,
tile_004719,train,ok,13090,0.006,
tile_004720,train,ok,12079,0.006,
tile_004721,train,ok,12737,0.006,
tile_004722,train,ok,11820,0.006,
tile_004723,train,ok,12434,0.005,
tile_004724,train,ok,13066,0.005,
tile_004725,train,ok,12166,0.006,
tile_004726,train,ok,12669,0.006,
tile_004727,train,ok,12417,0.006,
tile_004728,train,ok,13133,0.006,
tile_004729,train,ok,13000,0.006,
tile_004730,train,ok,11641,0.006,
tile_004731,train,ok,12793,0.006,
tile_004732,train,ok,12555,0.006,
tile_004733,train,ok,12874,0.005,
tile_004734,train,ok,13065,0.005,
tile_004735,train,ok,12738,0.006,
tile_004736,val,ok,12289,0.006,
tile_004737,val,ok,12744,0.006,
tile_004738,val,ok,12989,0.008,
tile_004739,val,ok,12943,0.009,
tile_004740,train,ok,12972,0.009,
tile_004741,test,ok,11904,0.008,
tile_004742,test,ok,12823,0.008,
tile_004743,test,ok,13102,0.008,
tile_004744,train,ok,11675,0.007,
tile_004745,train,ok,11812,0.008,
tile_004746,train,ok,12577,0.007,
tile_004747,train,ok,11334,0.007,
tile_004748,train,ok,10991,0.007,
tile_004749,train,ok,12228,0.007,
tile_004750,train,ok,9008,0.007,
tile_004751,train,ok,12126,0.007,
tile_004752,train,ok,10982,0.008,
tile_004753,train,ok,10156,0.008,
tile_004754,train,ok,12961,0.007,
tile_004755,train,ok,11506,0.008,
tile_004756,train,ok,10766,0.007,
tile_004757,train,ok,12741,0.007,
tile_004758,train,ok,12243,0.013,
tile_004759,train,ok,12174,0.013,
tile_004760,train,ok,10686,0.012,
tile_004761,train,ok,11555,0.011,
tile_004762,train,ok,12584,0.006,
tile_004763,train,ok,12386,0.006,
tile_004764,train,ok,12306,0.005,
tile_004765,train,ok,12740,0.005,
tile_004766,train,ok,12508,0.006,
tile_004767,train,ok,11901,0.006,
tile_004768,train,ok,12812,0.005,
tile_004769,val,ok,12816,0.006,
tile_004770,val,ok,12847,0.006,
tile_004771,train,ok,12504,0.006,
tile_004772,train,ok,12448,0.006,
tile_004773,train,ok,11354,0.005,
tile_004774,train,ok,11742,0.005,
tile_004775,val,ok,12239,0.006,
tile_004776,val,ok,12853,0.006,
tile_004777,val,ok,12153,0.006,
tile_004778,val,ok,11867,0.006,
tile_004779,train,ok,12876,0.005,
tile_004780,train,ok,12152,0.005,
tile_004781,train,ok,12945,0.005,
tile_004782,train,ok,11658,0.006,
tile_004783,train,ok,12797,0.006,
tile_004784,train,ok,12595,0.005,
tile_004785,train,ok,12249,0.005,
tile_004786,train,ok,10753,0.007,
tile_004787,train,ok,12419,0.007,
tile_004788,train,ok,9860,0.006,
tile_004789,train,ok,12701,0.006,
tile_004790,train,ok,11918,0.005,
tile_004791,train,ok,13123,0.006,
tile_004792,train,ok,11446,0.006,
tile_004793,train,ok,11190,0.006,
tile_004794,train,ok,10388,0.005,
tile_004795,train,ok,12495,0.005,
tile_004796,train,ok,12487,0.006,
tile_004797,train,ok,10990,0.006,
tile_004798,train,ok,12458,0.005,
tile_004799,train,ok,11995,0.006,
tile_004800,train,ok,12514,0.006,
tile_004801,train,ok,12398,0.006,
tile_004802,val,ok,12720,0.006,
tile_004803,val,ok,12482,0.006,
tile_004804,val,ok,12881,0.005,
tile_004805,train,ok,11772,0.005,
tile_004806,train,ok,13035,0.005,
tile_004807,train,ok,12308,0.005,
tile_004808,train,ok,13091,0.005,
tile_004809,val,ok,13051,0.005,
tile_004810,val,ok,12869,0.006,
tile_004811,train,ok,12543,0.006,
tile_004812,train,ok,12625,0.006,
tile_004813,train,ok,10846,0.005,
tile_004814,train,ok,12137,0.006,
tile_004815,train,ok,12247,0.006,
tile_004816,train,ok,12777,0.005,
tile_004817,train,ok,13110,0.006,
tile_004818,train,ok,12250,0.006,
tile_004819,train,ok,11454,0.005,
tile_004820,train,ok,10330,0.005,
tile_004821,train,ok,8981,0.005,
tile_004822,train,ok,12373,0.006,
tile_004823,train,ok,12042,0.006,
tile_004824,train,ok,12399,0.005,
tile_004825,train,ok,12954,0.005,
tile_004826,train,ok,12473,0.006,
tile_004827,train,ok,12849,0.005,
tile_004828,train,ok,11995,0.006,
tile_004829,train,ok,12295,0.005,
tile_004830,train,ok,12871,0.006,
tile_004831,train,ok,12164,0.006,
tile_004832,val,ok,12882,0.006,
tile_004833,train,ok,13075,0.006,
tile_004834,val,ok,12200,0.006,
tile_004835,train,ok,12566,0.005,
tile_004836,train,ok,11681,0.005,
tile_004837,train,ok,12742,0.006,
tile_004838,train,ok,12844,0.006,
tile_004839,train,ok,11587,0.006,
tile_004840,train,ok,12958,0.006,
tile_004841,train,ok,11053,0.005,
tile_004842,train,ok,12104,0.006,
tile_004843,train,ok,12699,0.005,
tile_004844,train,ok,12159,0.006,
tile_004845,train,ok,13008,0.006,
tile_004846,train,ok,11616,0.006,
tile_004847,train,ok,12914,0.006,
tile_004848,train,ok,12520,0.006,
tile_004849,train,ok,11854,0.006,
tile_004850,train,ok,12307,0.006,
tile_004851,train,ok,13002,0.006,
tile_004852,train,ok,11598,0.006,
tile_004853,train,ok,12720,0.006,
tile_004854,train,ok,12830,0.005,
tile_004855,train,ok,13000,0.005,
tile_004856,train,ok,11029,0.006,
tile_004857,train,ok,12851,0.005,
tile_004858,train,ok,12679,0.006,
tile_004859,train,ok,8110,0.006,
tile_004860,train,ok,12930,0.005,
tile_004861,train,ok,12584,0.005,
tile_004862,train,ok,12600,0.006,
tile_004863,train,ok,12424,0.006,
tile_004864,train,ok,12188,0.006,
tile_004865,val,ok,12256,0.006,
tile_004866,train,ok,13031,0.006,
tile_004867,train,ok,12448,0.006,
tile_004868,train,ok,12920,0.006,
tile_004869,val,ok,11752,0.006,
tile_004870,val,ok,12196,0.006,
tile_004871,val,ok,11632,0.006,
tile_004872,train,ok,12105,0.006,
tile_004873,train,ok,12584,0.005,
tile_004874,train,ok,10660,0.006,
tile_004875,train,ok,12389,0.006,
