tile,split,split_index,block_x,block_y,block_round
tile_022025,train,816,209,1253,0
tile_027081,train,817,27,1325,0
tile_024171,train,818,49,1263,0
tile_024881,train,819,57,1267,0
tile_002255,train,820,219,2165,0
tile_011006,train,821,65,1207,0
tile_004744,train,822,459,1687,0
tile_004761,train,823,439,1688,0
tile_027197,train,824,13,1341,0
tile_009579,train,825,-110,1138,0
tile_011377,train,826,46,1216,0
tile_015937,train,827,109,1233,0
tile_011686,train,828,88,1218,0
tile_004195,train,829,440,1681,0
tile_026750,train,830,41,1306,0
tile_000624,train,831,208,2151,0
tile_019892,train,832,117,1247,0
tile_002873,train,833,245,2172,0
tile_008480,train,834,261,2121,0
tile_024791,train,835,61,1266,0
tile_008902,train,836,250,2134,0
tile_010458,train,837,-69,1189,0
tile_003045,train,838,224,2175,0
tile_018083,train,839,65,1241,0
tile_017847,train,840,61,1240,0
tile_016199,train,841,61,1234,0
tile_017898,train,842,52,1241,0
tile_007587,train,843,242,2112,0
tile_011885,train,844,64,1219,0
tile_006677,train,845,245,2097,0
tile_000430,train,846,216,2147,0
tile_006638,train,847,244,2093,0
tile_017213,train,848,204,1238,0
tile_004284,train,849,447,1683,0
tile_009390,train,850,272,2166,0
tile_020993,train,851,42,1250,0
tile_018006,train,852,93,1241,0
tile_022844,train,853,226,1257,0
tile_010809,train,854,8,1202,0
tile_023522,train,855,213,1260,0
tile_025660,train,856,213,1272,0
tile_016244,train,857,142,1234,0
tile_022945,train,858,202,1257,0
tile_010648,train,859,5,1199,0
tile_021062,train,860,91,1250,0
tile_000484,train,861,213,2148,0
tile_025219,train,862,227,1269,0
tile_003010,train,863,216,2174,0
tile_003771,train,864,439,1674,0
tile_007525,train,865,270,2111,0
tile_000363,train,866,220,2145,0
tile_011169,train,867,28,1212,0
tile_010560,train,868,-11,1195,0
tile_018070,train,869,61,1241,0
tile_015635,train,870,59,1232,0
tile_012024,train,871,100,1219,0
tile_002271,train,872,216,2165,0
tile_018245,train,873,73,1242,0
tile_016058,train,874,76,1233,0
tile_009869,train,875,-40,1168,0
tile_009632,train,876,-110,1146,0
tile_017871,train,877,174,1240,0
tile_004047,train,878,440,1679,0
tile_015196,train,879,140,1230,0
tile_009250,train,880,265,2156,0
tile_008936,train,881,275,2135,0
tile_007576,train,882,262,2111,0
tile_023128,train,883,215,1258,0
tile_023104,train,884,79,1258,0
tile_013216,train,885,24,1224,0
tile_025650,train,886,206,1272,0
tile_011396,train,887,42,1216,0
tile_011351,train,888,89,1216,0
tile_020035,train,889,57,1247,0
tile_014292,train,890,88,1228,0
tile_022203,train,891,213,1254,0
tile_006386,train,892,446,1699,0
tile_010766,train,893,70,1201,0
tile_021847,train,894,144,1253,0
tile_011034,train,895,34,1208,0
tile_019238,train,896,80,1245,0
tile_000083,train,897,197,2139,0
tile_020814,train,898,45,1250,0
tile_004344,train,899,453,1683,0
tile_026365,train,900,68,1283,0
tile_025878,train,901,223,1274,0
tile_010500,train,902,57,1191,0
tile_008045,train,903,260,2115,0
tile_024842,train,904,208,1267,0
tile_000732,train,905,213,2152,0
tile_021574,train,906,214,1252,0
tile_006582,train,907,447,1713,0
tile_000356,train,908,235,2145,0
tile_008230,train,909,248,2118,0
tile_026634,train,910,210,1299,0
tile_016440,train,911,111,1234,0
tile_027049,train,912,142,1321,0
tile_023431,train,913,201,1260,0
tile_020446,train,914,70,1249,0
tile_009368,train,915,274,2164,0
tile_024854,train,916,229,1267,0
tile_000258,train,917,200,2143,0
tile_019809,train,918,84,1247,0
tile_019356,train,919,36,1245,0
tile_017724,train,920,57,1240,0
tile_014112,train,921,58,1227,0
tile_007600,train,922,252,2112,0
tile_015354,train,923,4,1231,0
tile_022524,train,924,229,1255,0
tile_025769,train,925,209,1273,0
tile_002001,train,926,226,2162,0
tile_009874,train,927,-111,1169,0
tile_019107,train,928,6,1245,0
tile_002206,train,929,224,2164,0
tile_024839,train,930,69,1267,0
tile_003027,train,931,231,2174,0
tile_009927,train,932,-65,1174,0
tile_015955,train,933,39,1233,0
tile_022040,train,934,41,1254,0
tile_009491,train,935,-110,1132,0
tile_005374,train,936,434,1692,0
tile_025441,train,937,42,1270,0
tile_006652,train,938,243,2094,0
tile_008842,train,939,245,2131,0
tile_012993,train,940,100,1223,0
tile_011593,train,941,92,1217,0
tile_007071,train,942,254,2106,0
tile_018029,train,943,134,1241,0
tile_009103,train,944,240,2140,0
tile_010230,train,945,-69,1184,0
tile_018390,train,946,42,1242,0
tile_022940,train,947,177,1257,0
tile_006564,train,948,446,1704,0
tile_024179,train,949,58,1263,0
tile_004396,train,950,451,1684,0
tile_010858,train,951,33,1203,0
tile_008027,train,952,250,2115,0
tile_005851,train,953,443,1694,0
tile_009470,train,954,-124,1125,0
tile_003119,train,955,227,2178,0
tile_025094,train,956,15,1268,0
tile_018708,train,957,51,1243,0
tile_024761,train,958,228,1266,0
tile_002179,train,959,238,2164,0
tile_007664,train,960,257,2112,0
tile_014337,train,961,112,1228,0
tile_010159,train,962,-11,1183,0
tile_024903,train,963,230,1267,0
tile_017287,train,964,193,1238,0
tile_000294,train,965,235,2143,0
tile_015384,train,966,70,1231,0
tile_008790,train,967,252,2129,0
tile_014178,train,968,54,1228,0
tile_026543,train,969,183,1292,0
tile_012411,train,970,103,1221,0
tile_024338,train,971,61,1264,0
tile_022995,train,972,176,1258,0
tile_017047,train,973,183,1237,0
tile_005683,train,974,455,1693,0
tile_014351,train,975,51,1228,0
tile_016685,train,976,109,1236,0
tile_008930,train,977,241,2135,0
tile_014298,train,978,89,1228,0
tile_005228,train,979,438,1691,0
tile_003970,train,980,444,1678,0
tile_002986,train,981,237,2173,0
tile_025889,train,982,42,1275,0
tile_002995,train,983,225,2174,0
tile_025212,train,984,212,1269,0
tile_017298,train,985,34,1239,0
tile_010850,train,986,68,1203,0
tile_010943,train,987,45,1205,0
tile_017199,train,988,98,1238,0
tile_006788,train,989,241,2101,0
tile_003611,train,990,456,1672,0
tile_019555,train,991,63,1246,0
tile_023108,train,992,177,1258,0
tile_027084,train,993,26,1325,0
tile_009213,train,994,255,2148,0
tile_000520,train,995,234,2149,0
tile_005751,train,996,440,1694,0
tile_026858,train,997,206,1311,0
tile_010447,train,998,-74,1189,0
tile_009592,train,999,-106,1139,0
tile_003787,train,1000,462,1674,0
tile_015870,train,1001,186,1232,0
tile_005458,train,1002,458,1692,0
tile_020995,train,1003,44,1250,0
tile_018540,train,1004,24,1243,0
tile_026087,train,1005,127,1277,0
tile_023081,train,1006,52,1258,0
tile_025884,train,1007,249,1274,0
tile_008285,train,1008,253,2118,0
tile_011225,train,1009,50,1214,0
tile_015734,train,1010,79,1232,0
tile_026946,train,1011,201,1313,0
tile_014878,train,1012,3,1230,0
tile_009090,train,1013,251,2139,0
tile_027183,train,1014,72,1340,0
tile_006514,train,1015,446,1702,0
tile_027296,train,1016,27,1357,0
tile_002751,train,1017,212,2170,0
tile_008914,train,1018,240,2134,0
tile_005564,train,1019,443,1693,0
tile_007861,train,1020,252,2114,0
tile_024688,train,1021,235,1266,0
tile_005373,train,1022,460,1692,0
tile_026538,train,1023,58,1292,0
tile_026655,train,1024,105,1300,0
tile_011176,train,1025,-37,1213,0
tile_008916,train,1026,244,2134,0
tile_004331,train,1027,438,1683,0
tile_002107,train,1028,231,2163,0
tile_022380,train,1029,212,1255,0
tile_026202,train,1030,218,1280,0
tile_009452,train,1031,-109,1118,0
tile_007557,train,1032,242,2111,0
tile_006076,train,1033,458,1696,0
tile_003729,train,1034,469,1674,0
tile_008655,train,1035,267,2125,0
tile_023488,train,1036,215,1260,0
tile_009889,train,1037,-41,1170,0
tile_023982,train,1038,233,1262,0
tile_014445,train,1039,50,1228,0
tile_025606,train,1040,113,1271,0
tile_015866,train,1041,116,1232,0
tile_012551,train,1042,99,1222,0
tile_000336,train,1043,210,2145,0
tile_014544,train,1044,54,1229,0
tile_000337,train,1045,214,2145,0
tile_022584,train,1046,221,1256,0
tile_017882,train,1047,34,1241,0
tile_013901,train,1048,93,1227,0
tile_027260,train,1049,81,1356,0
tile_021789,train,1050,226,1252,0
tile_011560,train,1051,45,1217,0
tile_000250,train,1052,215,2142,0
tile_006496,train,1053,446,1701,0
tile_023694,train,1054,59,1261,0
tile_025111,train,1055,70,1268,0
tile_022599,train,1056,39,1256,0
tile_000345,train,1057,222,2145,0
tile_008507,train,1058,251,2122,0
tile_027303,train,1059,112,1357,0
tile_011836,train,1060,91,1218,0
tile_023736,train,1061,37,1262,0
tile_025484,train,1062,232,1270,0
tile_009006,train,1063,274,2137,0
tile_006817,train,1064,243,2102,0
tile_011026,train,1065,17,1208,0
tile_002842,train,1066,209,2171,0
tile_008830,train,1067,248,2131,0
tile_000320,train,1068,215,2144,0
tile_022205,train,1069,217,1254,0
tile_018244,train,1070,67,1242,0
tile_025832,train,1071,227,1274,0
tile_013728,train,1072,83,1226,0
tile_003072,train,1073,226,2176,0
tile_008646,train,1074,265,2125,0
tile_017938,train,1075,103,1241,0
tile_026609,train,1076,3,1295,0
tile_023557,train,1077,206,1261,0
tile_015873,train,1078,-28,1233,0
tile_016788,train,1079,40,1236,0
tile_023955,train,1080,64,1262,0
tile_008959,train,1081,236,2136,0
tile_019721,train,1082,81,1246,0
tile_022768,train,1083,53,1257,0
tile_013359,train,1084,94,1225,0
tile_023284,train,1085,41,1259,0
tile_010626,train,1086,53,1199,0
tile_017921,train,1087,76,1241,0
tile_027194,train,1088,74,1341,0
tile_024968,train,1089,55,1267,0
tile_017295,train,1090,29,1239,0
tile_012571,train,1091,51,1222,0
tile_000441,train,1092,216,2148,0
tile_007080,train,1093,263,2106,0
tile_018524,train,1094,111,1242,0
tile_003356,train,1095,201,2188,0
tile_017117,train,1096,48,1238,0
tile_002875,train,1097,209,2172,0
tile_025705,train,1098,204,1272,0
tile_021580,train,1099,20,1252,0
tile_025624,train,1100,42,1271,0
tile_018750,train,1101,209,1243,0
tile_009200,train,1102,253,2146,0
tile_025313,train,1103,215,1269,0
tile_024889,train,1104,203,1267,0
tile_010877,train,1105,32,1204,0
tile_012696,train,1106,49,1222,0
tile_013506,train,1107,37,1226,0
tile_008038,train,1108,254,2115,0
tile_012723,train,1109,96,1222,0
tile_014578,train,1110,86,1229,0
tile_022022,train,1111,79,1253,0
tile_016851,train,1112,52,1237,0
tile_016235,train,1113,109,1234,0
tile_009458,train,1114,-94,1120,0
tile_020932,train,1115,54,1250,0
tile_016607,train,1116,117,1235,0
tile_027244,train,1117,22,1350,0
tile_003288,train,1118,200,2184,0
tile_019749,train,1119,41,1247,0
tile_016120,train,1120,54,1233,0
tile_026498,train,1121,189,1287,0
tile_016315,train,1122,166,1234,0
tile_004615,train,1123,439,1687,0
tile_014879,train,1124,4,1230,0
tile_014011,train,1125,166,1227,0
tile_010176,train,1126,16,1183,0
tile_021637,train,1127,114,1252,0
tile_002018,train,1128,218,2162,0
tile_010987,train,1129,27,1207,0
tile_001111,train,1130,220,2155,0
tile_014359,train,1131,58,1228,0
tile_008683,train,1132,246,2127,0
tile_013820,train,1133,91,1226,0
tile_009315,train,1134,261,2161,0
tile_013387,train,1135,50,1225,0
tile_000601,train,1136,236,2150,0
tile_023846,train,1137,230,1262,0
tile_010990,train,1138,11,1207,0
tile_026501,train,1139,187,1288,0
tile_006536,train,1140,445,1702,0
tile_000308,train,1141,231,2144,0
tile_007779,train,1142,244,2113,0
tile_021907,train,1143,78,1253,0
tile_002329,train,1144,231,2166,0
tile_021556,train,1145,61,1252,0
tile_025159,train,1146,218,1268,0
tile_017940,train,1147,111,1241,0
tile_003109,train,1148,241,2177,0
tile_011234,train,1149,24,1215,0
tile_003293,train,1150,199,2184,0
tile_011203,train,1151,30,1214,0
tile_023121,train,1152,202,1258,0
tile_026097,train,1153,127,1278,0
tile_024226,train,1154,30,1264,0
tile_000292,train,1155,219,2143,0
tile_013326,train,1156,34,1225,0
tile_011463,train,1157,87,1217,0
tile_008405,train,1158,248,2120,0
tile_009646,train,1159,-95,1148,0
tile_026186,train,1160,109,1280,0
tile_026041,train,1161,226,1276,0
tile_026216,train,1162,221,1280,0
tile_012868,train,1163,-5,1223,0
tile_019049,train,1164,49,1244,0
tile_025549,train,1165,56,1271,0
tile_022464,train,1166,39,1255,0
tile_022848,train,1167,33,1257,0
tile_017997,train,1168,64,1241,0
tile_009423,train,1169,-114,1103,0
tile_004955,train,1170,447,1689,0
tile_008932,train,1171,243,2135,0
tile_024795,train,1172,119,1266,0
tile_012590,train,1173,63,1222,0
tile_018759,train,1174,31,1243,0
tile_010361,train,1175,-51,1186,0
tile_000172,train,1176,215,2140,0
tile_016204,train,1177,71,1234,0
tile_011021,train,1178,60,1208,0
tile_004253,train,1179,448,1682,0
tile_016236,train,1180,110,1234,0
tile_008912,train,1181,236,2134,0
tile_025061,train,1182,65,1268,0
tile_010143,train,1183,-70,1183,0
tile_006551,train,1184,445,1703,0
tile_010404,train,1185,-50,1187,0
tile_005329,train,1186,433,1692,0
tile_027315,train,1187,112,1358,0
tile_021558,train,1188,62,1252,0
tile_003365,train,1189,210,2189,0
tile_000164,train,1190,193,2140,0
tile_023455,train,1191,52,1260,0
tile_017665,train,1192,78,1240,0
tile_022382,train,1193,215,1255,0
tile_026533,train,1194,182,1291,0
tile_022882,train,1195,105,1257,0
tile_017327,train,1196,58,1239,0
tile_014865,train,1197,111,1229,0
tile_010431,train,1198,-5,1188,0
tile_013547,train,1199,84,1226,0
tile_020888,train,1200,35,1250,0
tile_027055,train,1201,87,1322,0
tile_017418,train,1202,78,1239,0
tile_000645,train,1203,209,2151,0
tile_000434,train,1204,227,2147,0
tile_009518,train,1205,-109,1135,0
tile_014248,train,1206,113,1228,0
tile_027235,train,1207,14,1347,0
tile_026931,train,1208,198,1312,0
tile_025791,train,1209,214,1273,0
tile_009192,train,1210,252,2144,0
tile_011025,train,1211,9,1208,0
tile_022959,train,1212,213,1257,0
tile_002987,train,1213,238,2173,0
tile_004235,train,1214,457,1682,0
tile_023681,train,1215,232,1261,0
tile_000568,train,1216,208,2150,0
tile_009302,train,1217,262,2160,0
tile_003106,train,1218,232,2177,0
tile_024691,train,1219,31,1266,0
tile_026814,train,1220,200,1310,0
tile_026826,train,1221,88,1311,0
tile_000669,train,1222,214,2151,0
tile_021563,train,1223,70,1252,0
tile_009861,train,1224,-119,1168,0
tile_011691,train,1225,90,1218,0
tile_013029,train,1226,56,1224,0
tile_003822,train,1227,451,1675,0
tile_022652,train,1228,216,1256,0
tile_001196,train,1229,224,2156,0
tile_009867,train,1230,-49,1168,0
tile_025369,train,1231,218,1269,0
tile_022282,train,1232,50,1255,0
tile_021023,train,1233,56,1250,0
tile_022418,train,1234,53,1255,0
tile_010847,train,1235,52,1203,0
tile_027258,train,1236,9,1356,0
tile_009701,train,1237,-123,1157,0
tile_017776,train,1238,51,1240,0
tile_024191,train,1239,139,1263,0
tile_008023,train,1240,249,2115,0
tile_019479,train,1241,78,1246,0
tile_009205,train,1242,258,2147,0
tile_016806,train,1243,77,1236,0
tile_003898,train,1244,460,1677,0
tile_006769,train,1245,264,2100,0
tile_024123,train,1246,57,1263,0
tile_017214,train,1247,28,1238,0
tile_002312,train,1248,213,2166,0
tile_027056,train,1249,167,1322,0
tile_009063,train,1250,247,2138,0
tile_002732,train,1251,248,2170,0
tile_023463,train,1252,56,1260,0
tile_014176,train,1253,52,1228,0
tile_011367,train,1254,60,1216,0
tile_019707,train,1255,58,1246,0
tile_010127,train,1256,-7,1182,0
tile_012685,train,1257,43,1222,0
tile_027252,train,1258,105,1354,0
tile_010649,train,1259,33,1199,0
tile_014253,train,1260,120,1228,0
tile_025987,train,1261,208,1276,0
tile_019317,train,1262,78,1245,0
tile_007388,train,1263,270,2110,0
tile_000402,train,1264,223,2146,0
tile_016304,train,1265,106,1234,0
tile_002769,train,1266,205,2170,0
tile_008097,train,1267,252,2116,0
tile_009424,train,1268,-117,1103,0
tile_011059,train,1269,60,1209,0
tile_026587,train,1270,2,1294,0
tile_016451,train,1271,-28,1235,0
tile_000042,train,1272,213,2137,0
tile_001658,train,1273,218,2159,0
tile_004857,train,1274,442,1688,0
tile_023272,train,1275,214,1259,0
tile_003469,train,1276,440,1667,0
tile_024571,train,1277,235,1265,0
tile_006305,train,1278,450,1698,0
tile_008590,train,1279,279,2123,0
tile_011972,train,1280,17,1219,0
tile_020325,train,1281,51,1248,0
tile_018362,train,1282,207,1242,0
tile_011973,train,1283,28,1219,0
tile_006797,train,1284,240,2101,0
tile_025523,train,1285,241,1270,0
tile_000924,train,1286,211,2154,0
tile_024545,train,1287,202,1265,0
tile_008479,train,1288,260,2121,0
tile_011075,train,1289,16,1210,0
tile_003298,train,1290,197,2184,0
tile_019343,train,1291,109,1245,0
tile_004973,train,1292,455,1689,0
tile_023505,train,1293,59,1260,0
tile_020155,train,1294,17,1248,0
tile_013781,train,1295,51,1226,0
tile_010092,train,1296,-70,1180,0
tile_009584,train,1297,-124,1139,0
tile_018755,train,1298,-4,1243,0
tile_017535,train,1299,173,1239,0
tile_009895,train,1300,-120,1170,0
tile_005430,train,1301,446,1692,0
tile_009651,train,1302,-92,1150,0
tile_002788,train,1303,211,2171,0
tile_013861,train,1304,11,1227,0
tile_007803,train,1305,254,2113,0
tile_026658,train,1306,195,1301,0
tile_020690,train,1307,34,1249,0
tile_007909,train,1308,261,2114,0
tile_027045,train,1309,159,1320,0
tile_015904,train,1310,80,1233,0
tile_026004,train,1311,73,1276,0
tile_009487,train,1312,-98,1132,0
tile_026584,train,1313,58,1294,0
tile_010062,train,1314,-78,1176,0
tile_002410,train,1315,241,2166,0
tile_024966,train,1316,54,1267,0
tile_012177,train,1317,-12,1220,0
tile_024355,train,1318,231,1264,0
tile_026287,train,1319,45,1282,0
tile_017794,train,1320,63,1240,0
tile_015041,train,1321,59,1230,0
tile_008384,train,1322,249,2120,0
tile_003591,train,1323,433,1671,0
tile_017508,train,1324,63,1239,0
tile_026228,train,1325,39,1281,0
tile_006588,train,1326,442,1724,0
tile_003795,train,1327,443,1675,0
tile_027306,train,1328,79,1358,0
tile_017142,train,1329,93,1238,0
tile_002331,train,1330,236,2166,0
tile_016173,train,1331,159,1233,0
tile_000553,train,1332,233,2150,0
tile_006599,train,1333,259,2087,0
tile_016107,train,1334,189,1233,0
tile_021709,train,1335,218,1252,0
tile_026506,train,1336,176,1288,0
tile_002862,train,1337,212,2172,0
tile_016985,train,1338,171,1237,0
tile_000393,train,1339,222,2146,0
tile_020785,train,1340,14,1250,0
tile_011159,train,1341,26,1212,0
tile_018168,train,1342,79,1241,0
tile_010687,train,1343,7,1200,0
tile_006663,train,1344,233,2096,0
tile_019032,train,1345,39,1244,0
tile_017370,train,1346,201,1239,0
tile_002357,train,1347,207,2166,0
tile_026509,train,1348,180,1289,0
tile_003473,train,1349,442,1667,0
tile_027353,train,1350,89,1363,0
tile_010080,train,1351,-95,1179,0
tile_002534,train,1352,248,2168,0
tile_018729,train,1353,77,1243,0
tile_020390,train,1354,36,1249,0
tile_006637,train,1355,241,2093,0
tile_007618,train,1356,245,2112,0
tile_024403,train,1357,29,1265,0
tile_018211,train,1358,45,1242,0
tile_009522,train,1359,-128,1136,0
tile_010931,train,1360,71,1205,0
tile_009347,train,1361,274,2163,0
tile_008134,train,1362,247,2116,0
tile_007668,train,1363,259,2112,0
tile_011124,train,1364,59,1211,0
tile_017858,train,1365,93,1240,0
tile_004719,train,1366,441,1687,0
tile_005090,train,1367,449,1690,0
tile_024861,train,1368,232,1267,0
tile_001603,train,1369,224,2158,0
tile_009665,train,1370,-104,1152,0
tile_011963,train,1371,98,1219,0
tile_000522,train,1372,239,2149,0
tile_002756,train,1373,229,2170,0
tile_003827,train,1374,445,1675,0
tile_001202,train,1375,229,2156,0
tile_012934,train,1376,105,1223,0
tile_004473,train,1377,447,1685,0
tile_020651,train,1378,78,1249,0
tile_027340,train,1379,64,1359,0
tile_002282,train,1380,227,2165,0
tile_009114,train,1381,242,2140,0
tile_022567,train,1382,100,1256,0
tile_003398,train,1383,445,1662,0
tile_008543,train,1384,268,2122,0
tile_015720,train,1385,49,1232,0
tile_021918,train,1386,213,1253,0
tile_002664,train,1387,208,2169,0
tile_026038,train,1388,127,1276,0
tile_011096,train,1389,45,1210,0
tile_005008,train,1390,446,1690,0
tile_016969,train,1391,62,1237,0
tile_005072,train,1392,434,1690,0
tile_027039,train,1393,176,1319,0
tile_008378,train,1394,244,2120,0
tile_000049,train,1395,219,2138,0
tile_004007,train,1396,453,1678,0
tile_012634,train,1397,50,1222,0
tile_007108,train,1398,263,2107,0
tile_021517,train,1399,38,1252,0
tile_002518,train,1400,220,2168,0
tile_002821,train,1401,256,2171,0
tile_009534,train,1402,-115,1136,0
tile_000245,train,1403,230,2142,0
tile_027222,train,1404,77,1342,0
tile_026675,train,1405,36,1302,0
tile_005328,train,1406,460,1691,0
tile_006619,train,1407,239,2092,0
tile_002393,train,1408,219,2166,0
tile_005649,train,1409,440,1693,0
tile_027212,train,1410,75,1342,0
tile_021690,train,1411,72,1252,0
tile_020464,train,1412,15,1249,0
tile_024840,train,1413,120,1267,0
tile_023858,train,1414,35,1262,0
tile_022511,train,1415,220,1255,0
tile_027070,train,1416,201,1324,0
tile_021752,train,1417,64,1252,0
tile_003349,train,1418,200,2188,0
tile_006631,train,1419,242,2093,0
tile_000689,train,1420,209,2152,0
tile_019323,train,1421,81,1245,0
tile_019465,train,1422,55,1246,0
tile_015952,train,1423,36,1233,0
tile_004935,train,1424,454,1689,0
tile_008599,train,1425,240,2124,0
tile_016954,train,1426,48,1237,0
tile_026404,train,1427,68,1284,0
tile_017760,train,1428,218,1240,0
tile_003544,train,1429,450,1670,0
tile_025725,train,1430,199,1272,0
tile_002144,train,1431,220,2164,0
tile_026059,train,1432,48,1277,0
tile_003123,train,1433,247,2178,0
tile_020242,train,1434,44,1248,0
tile_005074,train,1435,437,1690,0
tile_019815,train,1436,172,1247,0
tile_001130,train,1437,229,2155,0
tile_026743,train,1438,176,1306,0
tile_003517,train,1439,446,1669,0
tile_009445,train,1440,-122,1116,0
tile_014582,train,1441,88,1229,0
tile_023632,train,1442,-27,1261,0
tile_012560,train,1443,-7,1222,0
tile_021651,train,1444,41,1252,0
tile_013582,train,1445,111,1226,0
tile_005355,train,1446,448,1692,0
tile_023268,train,1447,203,1259,0
tile_008724,train,1448,239,2128,0
tile_006821,train,1449,255,2102,0
tile_004826,train,1450,446,1688,0
tile_025580,train,1451,112,1271,0
tile_008628,train,1452,247,2125,0
tile_019089,train,1453,71,1244,0
tile_026874,train,1454,79,1311,0
tile_027065,train,1455,120,1323,0
tile_013456,train,1456,55,1225,0
tile_022334,train,1457,232,1255,0
tile_026232,train,1458,49,1281,0
tile_020354,train,1459,60,1248,0
tile_026188,train,1460,131,1280,0
tile_020981,train,1461,221,1250,0
tile_002366,train,1462,218,2166,0
tile_014911,train,1463,94,1230,0
tile_020599,train,1464,46,1249,0
tile_013611,train,1465,58,1226,0
tile_011165,train,1466,75,1212,0
tile_002578,train,1467,209,2168,0
tile_021792,train,1468,40,1253,0
tile_022971,train,1469,50,1258,0
tile_024578,train,1470,47,1265,0
tile_017087,train,1471,63,1238,0
tile_007144,train,1472,270,2107,0
tile_008708,train,1473,248,2127,0
tile_002691,train,1474,215,2169,0
tile_009062,train,1475,243,2138,0
tile_011201,train,1476,61,1214,0
tile_006163,train,1477,448,1697,0
tile_012401,train,1478,90,1221,0
tile_002067,train,1479,227,2163,0
tile_015163,train,1480,96,1230,0
tile_017560,train,1481,49,1239,0
tile_027304,train,1482,29,1358,0
tile_010946,train,1483,64,1205,0
tile_008979,train,1484,251,2136,0
tile_010274,train,1485,-10,1185,0
tile_006702,train,1486,236,2098,0
tile_010622,train,1487,56,1198,0
tile_018406,train,1488,54,1242,0
tile_004762,train,1489,441,1688,0
tile_022541,train,1490,50,1256,0
tile_022191,train,1491,57,1254,0
tile_011875,train,1492,58,1219,0
tile_007199,train,1493,256,2108,0
tile_020131,train,1494,71,1248,0
tile_007453,train,1495,254,2110,0
tile_009017,train,1496,245,2137,0
tile_008712,train,1497,252,2127,0
tile_009512,train,1498,-104,1134,0
tile_016456,train,1499,-4,1235,0
tile_020072,train,1500,20,1248,0
tile_010889,train,1501,33,1204,0
tile_018684,train,1502,215,1243,0
tile_009422,train,1503,-105,1100,0
tile_016455,train,1504,-22,1235,0
tile_025943,train,1505,222,1275,0
tile_000782,train,1506,221,2153,0
tile_025597,train,1507,227,1271,0
tile_013045,train,1508,90,1224,0
tile_026091,train,1509,225,1277,0
tile_021781,train,1510,213,1252,0
tile_022313,train,1511,96,1255,0
tile_009943,train,1512,-68,1174,0
tile_018560,train,1513,46,1243,0
tile_003379,train,1514,209,2191,0
tile_025988,train,1515,221,1276,0
tile_010019,train,1516,-115,1176,0
tile_018783,train,1517,48,1243,0
tile_022411,train,1518,47,1255,0
tile_025590,train,1519,213,1271,0
tile_006993,train,1520,248,2105,0
tile_004339,train,1521,450,1683,0
tile_026510,train,1522,181,1289,0
tile_023616,train,1523,220,1261,0
tile_017300,train,1524,35,1239,0
tile_016503,train,1525,167,1235,0
tile_025605,train,1526,77,1271,0
tile_009716,train,1527,-70,1161,0
tile_020299,train,1528,118,1248,0
tile_009767,train,1529,-72,1163,0
tile_017742,train,1530,83,1240,0
tile_002809,train,1531,225,2171,0
tile_001089,train,1532,227,2155,0
tile_026794,train,1533,78,1308,0
tile_010845,train,1534,10,1203,0
tile_000185,train,1535,215,2141,0
tile_009596,train,1536,-98,1140,0
tile_018946,train,1537,96,1244,0
tile_002648,train,1538,227,2169,0
tile_018557,train,1539,43,1243,0
tile_011204,train,1540,31,1214,0
tile_010480,train,1541,-3,1190,0
tile_004462,train,1542,442,1685,0
tile_017035,train,1543,85,1237,0
tile_008385,train,1544,250,2120,0
tile_023707,train,1545,201,1261,0
tile_015805,train,1546,51,1232,0
tile_002380,train,1547,239,2166,0
tile_018604,train,1548,95,1243,0
tile_010803,train,1549,-20,1202,0
tile_002948,train,1550,235,2173,0
tile_003032,train,1551,244,2174,0
tile_004157,train,1552,455,1680,0
tile_017075,train,1553,52,1238,0
tile_023519,train,1554,209,1260,0
tile_005501,train,1555,456,1692,0
tile_010248,train,1556,-8,1184,0
tile_001859,train,1557,217,2160,0
tile_023227,train,1558,27,1259,0
tile_002507,train,1559,207,2168,0
tile_017606,train,1560,118,1239,0
tile_026110,train,1561,78,1278,0
tile_009548,train,1562,-107,1136,0
tile_017703,train,1563,45,1240,0
tile_016442,train,1564,161,1234,0
tile_007147,train,1565,274,2107,0
tile_003760,train,1566,465,1674,0
tile_024621,train,1567,228,1265,0
tile_009320,train,1568,259,2162,0
tile_019174,train,1569,83,1245,0
tile_020870,train,1570,76,1250,0
tile_003287,train,1571,198,2184,0
tile_009211,train,1572,263,2148,0
tile_006908,train,1573,276,2104,0
tile_023290,train,1574,56,1259,0
tile_025592,train,1575,214,1271,0
tile_010478,train,1576,36,1189,0
tile_006708,train,1577,263,2098,0
tile_013586,train,1578,43,1226,0
tile_023852,train,1579,231,1262,0
tile_011857,train,1580,36,1219,0
tile_018880,train,1581,95,1244,0
tile_008851,train,1582,240,2132,0
tile_009163,train,1583,253,2142,0
tile_025458,train,1584,209,1270,0
tile_026290,train,1585,46,1282,0
tile_006311,train,1586,465,1698,0
tile_010719,train,1587,29,1201,0
tile_009667,train,1588,-91,1153,0
tile_013769,train,1589,113,1226,0
tile_010934,train,1590,32,1205,0
tile_014636,train,1591,55,1229,0
tile_021687,train,1592,65,1252,0
tile_016619,train,1593,50,1235,0
tile_001527,train,1594,210,2158,0
tile_000036,train,1595,215,2137,0
tile_027112,train,1596,216,1330,0
tile_010501,train,1597,58,1191,0
tile_013272,train,1598,99,1224,0
