site_id,tile,tile_number,split,split_index,site_index,quadrant,tx_x_m,tx_y_m,tx_row_px,tx_col_px,tx_height_m,effective_power_db,azimuth_0_deg,azimuth_1_deg,azimuth_2_deg,azimuth_3_deg,sample_path
tile_000141_site02,tile_000141,141,train,110,2,northwest,89.342266080,279.480620196,57.629844951,21.835566520,47.000000,54.907180294,115,145,264,301,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000141_site02.npz
tile_000141_site03,tile_000141,141,train,110,3,northeast,354.966261892,386.094013789,30.976496553,88.241565473,47.000000,41.776136810,39,56,172,195,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000141_site03.npz
tile_000142_site00,tile_000142,142,train,111,0,southwest,209.318864289,180.950620578,82.262344856,51.829716072,44.000000,51.063399281,15,143,307,315,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000142_site00.npz
tile_000142_site01,tile_000142,142,train,111,1,southeast,411.061420167,169.000549101,85.249862725,102.265355042,44.000000,48.569433984,41,64,76,114,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000142_site01.npz
tile_000142_site02,tile_000142,142,train,111,2,northwest,180.704368415,311.728420227,49.567894943,44.676092104,44.000000,51.085536929,52,62,195,265,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000142_site02.npz
tile_000142_site03,tile_000142,142,train,111,3,northeast,361.103120591,384.206082834,31.448479292,89.775780148,44.000000,44.880547556,113,214,257,268,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000142_site03.npz
tile_000143_site00,tile_000143,143,train,112,0,southwest,82.052087125,68.906565983,110.273358504,20.013021781,44.000000,41.855557218,190,257,292,319,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000143_site00.npz
tile_000143_site01,tile_000143,143,train,112,1,southeast,256.354279216,213.005697518,74.248575620,63.588569804,44.000000,44.690138691,158,215,300,345,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000143_site01.npz
tile_000143_site02,tile_000143,143,train,112,2,northwest,163.638841866,436.346163354,18.413459161,40.409710466,44.000000,62.174374358,54,91,112,219,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000143_site02.npz
tile_000143_site03,tile_000143,143,train,112,3,northeast,405.171646198,375.936298396,33.515925401,100.792911549,44.000000,62.189783824,69,70,213,214,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000143_site03.npz
tile_000144_site00,tile_000144,144,train,113,0,southwest,102.296239333,103.855340693,101.536164827,25.074059833,26.000000,50.590332279,140,230,269,348,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000144_site00.npz
tile_000144_site01,tile_000144,144,train,113,1,southeast,434.870741864,121.188108881,97.202972780,108.217685466,26.000000,62.999041262,34,143,211,247,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000144_site01.npz
tile_000144_site02,tile_000144,144,train,113,2,northwest,195.658883536,317.670010388,48.082497403,48.414720884,26.000000,36.420749556,130,190,241,314,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000144_site02.npz
tile_000144_site03,tile_000144,144,train,113,3,northeast,365.821887207,358.740922272,37.814769432,90.955471802,26.000000,62.426774437,48,50,52,66,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000144_site03.npz
tile_000145_site00,tile_000145,145,train,114,0,southwest,216.955797882,68.406635684,110.398341079,53.738949470,26.000000,45.819791559,237,241,355,356,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000145_site00.npz
tile_000145_site01,tile_000145,145,train,114,1,southeast,263.120124317,123.307219910,96.673195022,65.280031079,26.000000,48.794004358,6,8,30,249,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000145_site01.npz
tile_000145_site02,tile_000145,145,train,114,2,northwest,206.259465010,260.243826009,62.439043498,51.064866252,26.000000,67.007253015,56,123,218,241,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000145_site02.npz
tile_000145_site03,tile_000145,145,train,114,3,northeast,359.983266443,426.102763371,20.974309157,89.495816611,26.000000,61.717238787,48,84,288,297,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000145_site03.npz
tile_000146_site00,tile_000146,146,train,115,0,southwest,136.325758108,123.269089020,96.682727745,33.581439527,26.000000,60.120267335,122,200,264,356,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000146_site00.npz
tile_000146_site01,tile_000146,146,train,115,1,southeast,431.530170870,182.437701366,81.890574659,107.382542717,26.000000,52.746882557,32,135,167,347,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000146_site01.npz
tile_000146_site02,tile_000146,146,train,115,2,northwest,70.481332865,425.189776409,21.202555898,17.120333216,26.000000,52.684384719,164,167,225,296,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000146_site02.npz
tile_000146_site03,tile_000146,146,train,115,3,northeast,347.557156970,424.903001186,21.274249703,86.389289242,26.000000,61.225800613,158,298,319,331,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000146_site03.npz
tile_000147_site00,tile_000147,147,train,116,0,southwest,64.106186696,96.466230618,103.383442346,15.526546674,23.000000,35.851452984,8,177,195,353,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000147_site00.npz
tile_000147_site01,tile_000147,147,train,116,1,southeast,398.969891864,99.802866155,102.549283461,99.242472966,23.000000,44.682489819,102,117,216,253,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000147_site01.npz
tile_000147_site02,tile_000147,147,train,116,2,northwest,83.101785881,407.050727591,25.737318102,20.275446470,23.000000,69.321394467,160,182,242,352,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000147_site02.npz
tile_000147_site03,tile_000147,147,train,116,3,northeast,372.899773282,372.142637756,34.464340561,92.724943320,23.000000,68.085787565,7,141,162,221,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000147_site03.npz
tile_000149_site00,tile_000149,149,train,117,0,southwest,119.712991830,72.290556119,109.427360970,29.428247958,26.000000,61.361635981,51,85,227,250,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000149_site00.npz
tile_000149_site01,tile_000149,149,train,117,1,southeast,268.677291921,254.633123987,63.841719003,66.669322980,26.000000,65.112470015,21,99,133,226,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000149_site01.npz
tile_000149_site02,tile_000149,149,train,117,2,northwest,141.686383288,326.268653084,45.932836729,34.921595822,26.000000,69.729268643,60,77,99,171,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000149_site02.npz
tile_000149_site03,tile_000149,149,train,117,3,northeast,300.029050048,365.019244672,36.245188832,74.507262512,26.000000,52.607228532,89,252,307,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000149_site03.npz
tile_000150_site00,tile_000150,150,train,118,0,southwest,93.089931995,165.683973932,86.079006517,22.772482999,23.000000,55.558522235,14,185,220,265,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000150_site00.npz
tile_000150_site01,tile_000150,150,train,118,1,southeast,392.579310823,246.245339329,65.938665168,97.644827706,23.000000,68.447692770,11,202,316,334,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000150_site01.npz
tile_000150_site02,tile_000150,150,train,118,2,northwest,253.712905661,372.011342151,34.497164462,62.928226415,23.000000,46.331165821,101,105,171,341,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000150_site02.npz
tile_000150_site03,tile_000150,150,train,118,3,northeast,343.885527313,435.999156160,18.500210960,85.471381828,23.000000,35.874638220,88,196,225,276,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000150_site03.npz
tile_000151_site00,tile_000151,151,train,119,0,southwest,223.268128029,101.967478747,102.008130313,55.317032007,23.000000,68.068471460,140,235,251,340,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000151_site00.npz
tile_000151_site01,tile_000151,151,train,119,1,southeast,341.544505261,202.839989535,76.790002616,84.886126315,23.000000,69.736219489,40,67,69,92,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000151_site01.npz
tile_000151_site02,tile_000151,151,train,119,2,northwest,169.592288610,363.097649872,36.725587532,41.898072152,23.000000,40.701895417,35,82,106,313,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000151_site02.npz
tile_000151_site03,tile_000151,151,train,119,3,northeast,412.615999818,313.014312966,49.246421758,102.653999955,23.000000,39.007094963,57,153,187,257,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000151_site03.npz
tile_000154_site00,tile_000154,154,train,120,0,southwest,249.352579846,194.314026384,78.921493404,61.838144961,26.000000,47.807451804,126,130,329,335,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000154_site00.npz
tile_000154_site01,tile_000154,154,train,120,1,southeast,427.064067906,215.957047535,73.510738116,106.266016977,26.000000,63.769799923,72,120,259,274,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000154_site01.npz
tile_000154_site02,tile_000154,154,train,120,2,northwest,69.032646598,425.030898851,21.242275287,16.758161650,26.000000,62.706407018,14,222,305,349,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000154_site02.npz
tile_000154_site03,tile_000154,154,train,120,3,northeast,320.291616361,424.947333657,21.263166586,79.572904090,26.000000,42.957325143,86,137,144,238,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000154_site03.npz
tile_000155_site00,tile_000155,155,train,121,0,southwest,86.505048576,152.441074102,89.389731474,21.126262144,20.000000,48.640386081,40,197,211,352,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000155_site00.npz
tile_000155_site01,tile_000155,155,train,121,1,southeast,387.053999380,136.234495816,93.441376046,96.263499845,20.000000,52.165356968,25,98,213,230,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000155_site01.npz
tile_000155_site02,tile_000155,155,train,121,2,northwest,66.307153387,352.314285362,39.421428659,16.076788347,20.000000,64.181681359,174,202,261,356,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000155_site02.npz
tile_000155_site03,tile_000155,155,train,121,3,northeast,296.407183306,278.182693277,57.954326681,73.601795826,20.000000,68.006243948,42,50,143,304,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000155_site03.npz
tile_000156_site00,tile_000156,156,train,122,0,southwest,133.113174057,164.770385187,86.307403703,32.778293514,26.000000,38.585362001,81,127,184,233,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000156_site00.npz
tile_000156_site01,tile_000156,156,train,122,1,southeast,411.812591550,78.377801398,107.905549650,102.453147888,26.000000,53.332099669,50,61,83,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000156_site01.npz
tile_000156_site02,tile_000156,156,train,122,2,northwest,117.810784621,324.414010209,46.396497448,28.952696155,26.000000,54.715133836,2,18,131,301,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000156_site02.npz
tile_000156_site03,tile_000156,156,train,122,3,northeast,353.034753579,382.489708494,31.877572877,87.758688395,26.000000,58.936161282,102,173,234,312,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000156_site03.npz
tile_000157_site00,tile_000157,157,train,123,0,southwest,108.313300719,137.270720986,93.182319753,26.578325180,26.000000,46.252162433,49,156,259,304,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000157_site00.npz
tile_000157_site01,tile_000157,157,train,123,1,southeast,403.303341563,71.130747571,109.717313107,100.325835391,26.000000,40.479123058,65,127,157,161,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000157_site01.npz
tile_000157_site02,tile_000157,157,train,123,2,northwest,172.440283542,432.725582424,19.318604394,42.610070885,26.000000,60.255049181,74,86,128,286,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000157_site02.npz
tile_000157_site03,tile_000157,157,train,123,3,northeast,286.565557310,348.201803413,40.449549147,71.141389328,26.000000,45.233521512,151,293,313,357,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000157_site03.npz
tile_000158_site00,tile_000158,158,train,124,0,southwest,224.888734617,236.894783268,68.276304183,55.722183654,26.000000,69.519410481,58,76,86,189,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000158_site00.npz
tile_000158_site01,tile_000158,158,train,124,1,southeast,263.872674735,157.598447487,88.100388128,65.468168684,26.000000,64.852568905,157,250,270,317,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000158_site01.npz
tile_000158_site02,tile_000158,158,train,124,2,northwest,250.135753761,386.595773671,30.851056582,62.033938440,26.000000,51.987132162,199,240,260,328,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000158_site02.npz
tile_000158_site03,tile_000158,158,train,124,3,northeast,291.662243297,296.803543126,53.299114219,72.415560824,26.000000,50.475203577,63,194,235,272,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000158_site03.npz
tile_000159_site00,tile_000159,159,train,125,0,southwest,128.594799929,208.803367965,75.299158009,31.648699982,26.000000,65.978743588,18,82,210,256,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000159_site00.npz
tile_000159_site01,tile_000159,159,train,125,1,southeast,426.903341845,185.780947074,81.054763231,106.225835461,26.000000,63.927231465,27,178,187,333,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000159_site01.npz
tile_000159_site02,tile_000159,159,train,125,2,northwest,219.928333746,376.477553955,33.380611511,54.482083437,26.000000,58.025579798,97,112,311,346,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000159_site02.npz
tile_000159_site03,tile_000159,159,train,125,3,northeast,282.031657779,268.276237584,60.430940604,70.007914445,26.000000,53.120714318,22,76,319,333,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000159_site03.npz
tile_000160_site00,tile_000160,160,train,126,0,southwest,67.114138242,148.291750296,90.427062426,16.278534560,26.000000,60.380316563,21,264,299,329,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000160_site00.npz
tile_000160_site01,tile_000160,160,train,126,1,southeast,343.734964147,219.681761758,72.579559560,85.433741037,26.000000,55.919619273,99,247,290,317,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000160_site01.npz
tile_000160_site02,tile_000160,160,train,126,2,northwest,133.763612579,414.048687689,23.987828078,32.940903145,26.000000,45.356972440,24,134,254,261,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000160_site02.npz
tile_000160_site03,tile_000160,160,train,126,3,northeast,382.333220227,420.272071182,22.431982204,95.083305057,26.000000,42.965269834,32,42,75,183,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000160_site03.npz
tile_000161_site00,tile_000161,161,train,127,0,southwest,150.566534866,91.061890885,104.734527279,37.141633716,23.000000,53.584193736,6,194,269,332,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000161_site00.npz
tile_000161_site01,tile_000161,161,train,127,1,southeast,276.840326430,147.801124275,90.549718931,68.710081608,23.000000,64.958622891,120,180,270,326,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000161_site01.npz
tile_000161_site02,tile_000161,161,train,127,2,northwest,253.852739777,411.363497572,24.659125607,62.963184944,23.000000,58.925699873,58,90,163,354,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000161_site02.npz
tile_000161_site03,tile_000161,161,train,127,3,northeast,423.539881627,422.518420467,21.870394883,105.384970407,23.000000,60.211451769,25,219,278,286,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000161_site03.npz
tile_000164_site00,tile_000164,164,train,128,0,southwest,241.351856075,187.702886787,80.574278303,59.837964019,23.000000,64.053378768,50,59,209,268,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000164_site00.npz
tile_000164_site01,tile_000164,164,train,128,1,southeast,340.000529765,204.833878734,76.291530316,84.500132441,23.000000,42.698569242,132,140,183,198,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000164_site01.npz
tile_000164_site02,tile_000164,164,train,128,2,northwest,98.637678328,332.451417710,44.387145573,24.159419582,23.000000,50.640883610,88,155,203,345,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000164_site02.npz
tile_000164_site03,tile_000164,164,train,128,3,northeast,297.317210812,374.571136186,33.857215954,73.829302703,23.000000,47.938756351,37,85,90,171,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000164_site03.npz
tile_000165_site00,tile_000165,165,train,129,0,southwest,231.611853099,93.298144896,104.175463776,57.402963275,26.000000,48.642501630,130,172,182,192,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000165_site00.npz
tile_000165_site01,tile_000165,165,train,129,1,southeast,350.937446566,175.699007990,83.575248002,87.234361641,26.000000,61.250936277,134,146,168,235,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000165_site01.npz
tile_000165_site02,tile_000165,165,train,129,2,northwest,193.288074523,302.174104877,51.956473781,47.822018631,26.000000,35.967415026,5,77,96,311,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000165_site02.npz
tile_000165_site03,tile_000165,165,train,129,3,northeast,256.677576301,340.772124800,42.306968800,63.669394075,26.000000,58.551372412,143,223,260,359,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000165_site03.npz
tile_000166_site00,tile_000166,166,train,130,0,southwest,247.804283632,93.035207618,104.241198096,61.451070908,26.000000,57.722005465,47,78,277,290,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000166_site00.npz
tile_000166_site01,tile_000166,166,train,130,1,southeast,371.564518691,206.959716470,75.760070883,92.391129673,26.000000,56.348001082,92,112,129,160,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000166_site01.npz
tile_000166_site02,tile_000166,166,train,130,2,northwest,178.908857422,297.651160110,53.087209973,44.227214356,26.000000,65.362542722,41,62,75,112,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000166_site02.npz
tile_000166_site03,tile_000166,166,train,130,3,northeast,363.259743521,412.644109245,24.338972689,90.314935880,26.000000,58.548588543,32,59,268,299,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000166_site03.npz
tile_000167_site00,tile_000167,167,train,131,0,southwest,166.726728821,254.860484797,63.784878801,41.181682205,26.000000,55.635403477,13,163,191,250,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000167_site00.npz
tile_000167_site01,tile_000167,167,train,131,1,southeast,445.337784648,90.171756077,104.957060981,110.834446162,26.000000,61.297922162,18,107,162,318,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000167_site01.npz
tile_000167_site02,tile_000167,167,train,131,2,northwest,246.320095167,267.095472499,60.726131875,61.080023792,26.000000,43.991818297,74,192,292,326,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000167_site02.npz
tile_000167_site03,tile_000167,167,train,131,3,northeast,348.732175918,433.887635771,19.028091057,86.683043980,26.000000,48.492683316,48,103,122,210,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000167_site03.npz
tile_000168_site00,tile_000168,168,train,132,0,southwest,205.638957414,158.324611275,87.918847181,50.909739353,26.000000,58.754412173,65,229,273,356,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000168_site00.npz
tile_000168_site01,tile_000168,168,train,132,1,southeast,275.899214547,187.153321184,80.711669704,68.474803637,26.000000,55.120867486,13,25,264,303,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000168_site01.npz
tile_000168_site02,tile_000168,168,train,132,2,northwest,87.949671297,356.700753312,38.324811672,21.487417824,26.000000,68.816779227,140,211,227,290,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000168_site02.npz
tile_000168_site03,tile_000168,168,train,132,3,northeast,417.835885348,288.252770848,55.436807288,103.958971337,26.000000,59.230478609,70,271,291,349,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000168_site03.npz
tile_000169_site00,tile_000169,169,train,133,0,southwest,144.201698722,106.971972493,100.757006877,35.550424681,26.000000,55.864250254,78,89,191,336,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000169_site00.npz
tile_000169_site01,tile_000169,169,train,133,1,southeast,378.142567883,113.719149256,99.070212686,94.035641971,26.000000,37.525238424,55,59,146,263,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000169_site01.npz
tile_000169_site02,tile_000169,169,train,133,2,northwest,203.428615032,401.163839785,27.209040054,50.357153758,26.000000,50.479885372,0,10,101,313,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000169_site02.npz
tile_000169_site03,tile_000169,169,train,133,3,northeast,393.785976489,267.439327949,60.640168013,97.946494122,26.000000,36.313823179,94,223,247,306,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000169_site03.npz
tile_000170_site00,tile_000170,170,train,134,0,southwest,228.433750016,155.962582763,88.509354309,56.608437504,26.000000,42.503649668,19,159,273,342,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000170_site00.npz
tile_000170_site01,tile_000170,170,train,134,1,southeast,351.224784602,180.101033760,82.474741560,87.306196151,26.000000,57.227022664,26,99,224,282,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000170_site01.npz
tile_000170_site02,tile_000170,170,train,134,2,northwest,154.186888453,410.584403935,24.853899016,38.046722113,26.000000,60.850769189,39,70,257,349,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000170_site02.npz
tile_000170_site03,tile_000170,170,train,134,3,northeast,403.241573634,350.065847896,39.983538026,100.310393409,26.000000,66.936747447,70,274,302,322,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000170_site03.npz
tile_000171_site00,tile_000171,171,train,135,0,southwest,75.842234979,144.840710557,91.289822361,18.460558745,32.000000,65.849523564,21,86,128,184,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000171_site00.npz
tile_000171_site01,tile_000171,171,train,135,1,southeast,284.040482114,236.923486971,68.269128257,70.510120528,32.000000,68.898899700,12,150,155,273,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000171_site01.npz
tile_000171_site02,tile_000171,171,train,135,2,northwest,193.565838854,355.313278046,38.671680489,47.891459714,32.000000,38.949487540,75,132,265,301,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000171_site02.npz
tile_000171_site03,tile_000171,171,train,135,3,northeast,430.412373436,367.499081478,35.625229630,107.103093359,32.000000,53.284068614,25,38,129,340,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000171_site03.npz
tile_000172_site00,tile_000172,172,train,136,0,southwest,234.448444260,188.272798824,80.431800294,58.112111065,26.000000,44.319707970,149,179,189,202,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000172_site00.npz
tile_000172_site01,tile_000172,172,train,136,1,southeast,440.270796708,242.661264342,66.834683915,109.567699177,26.000000,44.581985483,126,159,229,276,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000172_site01.npz
tile_000172_site02,tile_000172,172,train,136,2,northwest,158.305960034,302.236668329,51.940832918,39.076490009,26.000000,57.170275707,6,242,265,332,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000172_site02.npz
tile_000172_site03,tile_000172,172,train,136,3,northeast,362.492482362,371.305209736,34.673697566,90.123120591,26.000000,53.419679496,22,91,257,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000172_site03.npz
tile_000173_site00,tile_000173,173,train,137,0,southwest,229.778846798,69.339555215,110.165111196,56.944711699,26.000000,60.935246108,45,69,163,237,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000173_site00.npz
tile_000173_site01,tile_000173,173,train,137,1,southeast,402.646617533,162.177913407,86.955521648,100.161654383,26.000000,62.497702197,18,24,167,204,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000173_site01.npz
tile_000173_site02,tile_000173,173,train,137,2,northwest,117.944514434,271.604529318,59.598867670,28.986128609,26.000000,42.180969556,197,206,266,332,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000173_site02.npz
tile_000173_site03,tile_000173,173,train,137,3,northeast,376.818796194,315.906164601,48.523458850,93.704699048,26.000000,60.859638124,18,187,256,271,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000173_site03.npz
tile_000174_site00,tile_000174,174,train,138,0,southwest,223.868881797,152.086815380,89.478296155,55.467220449,26.000000,39.832336568,5,68,71,135,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000174_site00.npz
tile_000174_site01,tile_000174,174,train,138,1,southeast,386.070609157,135.126057577,93.718485606,96.017652289,26.000000,63.909752083,33,90,102,327,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000174_site01.npz
tile_000174_site02,tile_000174,174,train,138,2,northwest,113.219153945,446.989024348,15.752743913,27.804788486,26.000000,42.318446824,28,37,83,209,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000174_site02.npz
tile_000174_site03,tile_000174,174,train,138,3,northeast,304.537092211,305.993272899,51.001681775,75.634273053,26.000000,65.918825340,112,157,174,284,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000174_site03.npz
tile_000175_site00,tile_000175,175,train,139,0,southwest,125.188127087,193.269860948,79.182534763,30.797031772,26.000000,44.821409103,104,151,269,340,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000175_site00.npz
tile_000175_site01,tile_000175,175,train,139,1,southeast,424.327195392,176.630751810,83.342312047,105.581798848,26.000000,49.838318474,118,138,198,271,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000175_site01.npz
tile_000175_site02,tile_000175,175,train,139,2,northwest,77.779024100,447.264055092,15.683986227,18.944756025,26.000000,64.926500122,119,128,202,233,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000175_site02.npz
tile_000175_site03,tile_000175,175,train,139,3,northeast,363.025078076,433.331000552,19.167249862,90.256269519,26.000000,43.219335272,28,132,311,349,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000175_site03.npz
tile_000176_site00,tile_000176,176,train,140,0,southwest,128.019840773,186.412640600,80.896839850,31.504960193,131.000000,65.576438122,50,154,180,184,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000176_site00.npz
tile_000176_site01,tile_000176,176,train,140,1,southeast,305.931784506,254.216130853,63.945967287,75.982946126,131.000000,56.262880465,117,196,209,303,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000176_site01.npz
tile_000176_site02,tile_000176,176,train,140,2,northwest,150.977736064,367.955575602,35.511106100,37.244434016,131.000000,68.617178394,25,51,114,272,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000176_site02.npz
tile_000176_site03,tile_000176,176,train,140,3,northeast,364.845416077,311.482791287,49.629302178,90.711354019,131.000000,57.228407824,78,105,141,224,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000176_site03.npz
tile_000178_site00,tile_000178,178,train,141,0,southwest,91.733219402,164.319337102,86.420165725,22.433304850,41.000000,67.617013917,43,94,165,336,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000178_site00.npz
tile_000178_site01,tile_000178,178,train,141,1,southeast,273.577821966,156.240371378,88.439907156,67.894455491,41.000000,42.747907327,163,201,222,251,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000178_site01.npz
tile_000178_site02,tile_000178,178,train,141,2,northwest,188.299615420,340.117795597,42.470551101,46.574903855,41.000000,63.234885637,227,246,254,279,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000178_site02.npz
